id_left,title_left,manufacturer_left,price_left,id_right,title_right,manufacturer_right,price_right,guid,label
520,quickbooks premier nonprofit edition 2007,intuit,399.95,3087,quickbooks ( r ) premier : accountant edition 2007,,399.99,train-520-3087,no
746,marketcircle daylite v3 .0 ( mac ),csdc,149.0,349,marketcircle daylite 3 customer relationship management crm,,125.99,train-746-349,yes
1293,systemsuite 8 professional,individual software,49.99,700,individual software inc systemsuite 8 professional ( us pos ),,46.42,train-1293-700,yes
1281,palo alto business plan pro 2007,palo-alto-software,99.95,551,palo alto software business plan pro 2007,palo-alto-software,88.83,train-1281-551,yes
532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,1016,quickbooks ( r ) premier : contractor edition 2007,,399.99,train-532-1016,no
706,world of warcraft expansion : burning crusade,blizzard entertainment,39.99,405,world of warcraft burning crusade,,39.99,train-706-405,yes
1212,math success deluxe 2008,topics entertainment,49.99,548,topics entertainment math success deluxe 2008,,31.06,train-1212-548,yes
463,kaplan sat/act/psat platinum 2007 win/mac,topics entertainment,49.99,2495,sat act & psat 2007 platinum,,29.85,train-463-2495,yes
944,registry mechanic by encore software,encore software,46.52,2276,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc,,25.97,train-944-2276,yes
588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,99,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,train-588-99,no
575,millionaire sports edition ( jewel case ),disney interactive,9.99,3069,who wants to be a millionaire sports edition,,8.95,train-575-3069,no
994,irispen express translator,iris,149.99,828,iris inc irispen express translator,,142.29,train-994-828,yes
1105,punch ! master landscape & home design,punch ! software,59.99,2765,punch software 41100 punch ! home design architectural series 18,punch software,118.99,train-1105-2765,no
228,microsoft licenses win svr 2003 device cal l/sa ( r1800144 ),microsoft licenses,74.59,3109,microsoft windows server 2003 client additional license for devices 5 pack ( 823930 ),,158.39,train-228-3109,no
813,notetaker 1.5,aquaminds,69.99,336,aquaminds notetaker,,62.99,train-813-336,yes
841,studio movieboard plus pci hardware,pinnacle,251.55,3111,studio plus version 11,pinnacle systems,90.99,train-841-3111,no
588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,558,adobe cs3 design standard,,1243.99,train-588-558,yes
882,marine aquarium + sharks,encore software,9.95,2546,encore software 10272 marine aquarium + sharks win 98 me 2000 xp,,7.69,train-882-2546,yes
468,treasure mathstorm,the-learning-company,29.99,2134,treasure mathstorm,the-learning-company,9.9,train-468-2134,yes
654,acrobat professional 8 ( windows ),adobe,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99,train-654-367,no
981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,2996,instant immersion 33 languages,topics entertainment,43.99,train-981-2996,no
1213,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43,141,money prem 2007 cd minibox,microsoft,63.99,train-1213-141,no
642,adobe flash pro cs3 [ mac ],adobe,699.0,2377,adobe after effects cs3 professional software for mac effects software,,998.95,train-642-2377,no
839,adobe photoshop cs3 extended,adobe,999.0,902,adobe photoshop cs3 extended for mac upgrade,,329.99,train-839-902,no
1264,punch ! professional home design suite,punch ! software,69.99,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97,train-1264-2490,no
142,ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,1809,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,,643.42,train-142-1809,no
119,sierra hallmark card studio special edition windows ),nova development,,1774,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26,train-119-1774,yes
823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,945,microsoft office 2004 student/teacher,,145.99,train-823-945,no
1308,intuit quicken home inventory manager windows,intuit,34.95,3178,quicken ( r ) rental property manager 2.0,,99.99,train-1308-3178,no
378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2628,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95,train-378-2628,yes
183,jumpstart reading with karaoke,knowledge adventure,29.99,1555,knowledge adventure 20033 jumpstart reading with karaoke,knowledge adventure,19.99,train-183-1555,yes
461,alien disco safari,encore,19.99,2548,encore software 12510 alien disco safari win xp vista,,18.97,train-461-2548,yes
517,adobe photoshop cs3 [ mac ],adobe,649.0,371,adobe photoshop cs3 for mac upgrade,,189.99,train-517-371,no
637,mah jong quest,united developers,,325,macplay mah jong quest,,22.99,train-637-325,yes
442,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft licenses,4215.77,2180,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,,2335.47,train-442-2180,yes
353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,2307,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software,,129.95,train-353-2307,no
654,acrobat professional 8 ( windows ),adobe,273.0,3089,systemsuite 6 ( tm ) professional mini,,49.99,train-654-3089,no
1218,civil air patrol : search & rescue,abacus,29.99,555,abacus civil air patrol search & rescue,,26.14,train-1218-555,yes
1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2497,office pro 2007 upgrade microsoft 269-10294,,257.71,train-1145-2497,no
608,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,369,adobe cs3 design premium upsell,,1639.99,train-608-369,no
138,sonicwall gms standard edition 10 node license,sonicwall,,1892,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win,,1835.31,train-138-1892,no
1006,terror strike,encore,19.95,796,encore software 14060 terror strike win 2000 xp,,18.97,train-1006-796,yes
459,anti-spyware 3.0 win normal 1u new,trend micro,48.91,2523,anti-spyware 3.0 win normal 1u new,,24.99,train-459-2523,yes
608,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,977,adobe cs3 web standard academic,,389.99,train-608-977,no
570,professor teaches windows xp,individual software,19.99,2271,individual software prm-wn5 professor teaches windows xp,individual software,24.99,train-570-2271,no
1344,sportsman 's double play,masque publishing,19.95,644,masque publishing sportsmans double play,,17.55,train-1344-644,yes
496,microsoft windows vista business 32-bit for system builders,microsoft,179.99,959,microsoft windows vista business retail no open box returns,,299.99,train-496-959,no
212,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,3134,quicken ( r ) premier 2007,,79.99,train-212-3134,no
174,1pk internet sec ste 2007 oem,ca oem,,2624,pc-cillin internet security 2007 3-user ( win me 2000 xp ),,49.95,train-174-2624,no
504,adobe audition 2.0 upgrade,adobe,129.0,1564,adobe dreamweaver cs3 upgrade windows,,236.74,train-504-1564,no
838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,2714,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97,train-838-2714,yes
248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,1961,microsoft windows services for netware v. 5.0 complete package,,138.17,train-248-1961,no
827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,2251,cakewalk sonar 5 studio edition music production software,,229.95,train-827-2251,no
544,microsoft windows xp home edition full version with sp2,microsoft,199.0,286,microsoft windows xp home edition sp2 retail box,,199.99,train-544-286,yes
1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,566,adobe cs3 web standard,,1035.99,train-1186-566,yes
1127,steinberg sequel ( pc or mac ) music creation & performance software,steinberg,129.0,2182,steinberg sequel music software music production software,,99.99,train-1127-2182,yes
839,adobe photoshop cs3 extended,adobe,999.0,2607,adobe photoshop cs3 extended software full version for windows,,969.0,train-839-2607,yes
932,registry mechanic 5.x pc system repair,pc tools,29.95,175,encore inc registry mechanic,,25.49,train-932-175,yes
712,spongebob squarepants typing 2008 win/mac,encore software,19.95,401,encore inc spongebob squarepants typing fun,,17.1,train-712-401,yes
578,microsoft office excel 2007,microsoft,229.95,945,microsoft office 2004 student/teacher,,145.99,train-578-945,no
618,pop-up stopper professional,panicware,29.99,291,csdc pop-up stopper professional panicware,,26.14,train-618-291,yes
364,adobe premiere elements 3.0 [ lb ],adobe,99.99,2395,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95,train-364-2395,yes
983,cook 'n low fat,dvo enterprises,19.99,821,dvo enterprises inc. cookn low fat,,17.55,train-983-821,yes
527,adobe premiere elements 3.0,adobe,99.99,145,adobe photoshop elements 4.0 mac,,79.99,train-527-145,no
528,quickbooks simple start 2007,intuit,99.95,2843,quickbooks simple start 2007 intuit,,99.99,train-528-2843,yes
319,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59,train-319-3099,no
93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1652,microsoft 392-02322 ae frontpage 2003,,87.99,train-93-1652,yes
603,apple aperture 1.5,apple,299.0,259,apple aperture v 1.5 photo editing,,299.99,train-603-259,yes
469,ae mappoint 2006 cd,microsoft corp,49.95,2480,microsoft b21-00806 ae mappoint 2006 cd,,50.39,train-469-2480,yes
287,sibelius 5 professional edition,sibelius-software-ltd .,599.0,3070,zipmagic personal edition,,8.95,train-287-3070,no
821,adventure workshop preschool-1st grade 8th edition,encore,19.99,2073,encore software 12421 adventure workshop 8 1st-3rd,,17.97,train-821-2073,no
1290,punch ! home design architectural series 4000 v10,punch ! software,199.99,1040,punch software 35100 punch ! home design suite professional complete product architectural standard 1 user ( s ) complete product pc,,59.97,train-1290-1040,no
645,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,1169,microsoft ( r ) windows vista ( tm ) home premium,,239.99,train-645-1169,no
431,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,1893,vbc-00002 microsoft softgrid for terminal services v. 4.1 license 20 user cals -,,419.8,train-431-1893,no
181,emedia rock guitar method,emedia,39.99,1538,emedia rock guitar method ( win 95 98 me nt 2000 xp/mac 8.0 ),,39.15,train-181-1538,yes
557,adobe creative suite cs3 production premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95,train-557-2112,yes
1014,elementary advantage 2008,encore,39.99,2835,elementary advantage 2008 encore,,39.95,train-1014-2835,yes
358,perfect attorney premium,cosmi corporation,39.99,2838,perfect attorney premium ( pc ) cosmi,,29.99,train-358-2838,yes
1314,return to castle wolfenstein ( mac ),aspyr media,29.99,654,aspyr media inc return to castle wolfenstein,,19.07,train-1314-654,yes
574,microsoft mappoint 2006 with gps,microsoft,349.0,3029,microsoft mappoint 2006 with gps locator ( pc ),,349.99,train-574-3029,yes
847,vpn client software 5 users,d-link systems inc. .,,1841,rfipsc2-1 ipsec vpn client license 1 user,,57.2,train-847-1841,no
990,power production storyboard artist 4,power production,,2243,power production power production storyboard artist software animation software,,498.95,train-990-2243,yes
382,adobe production studio premium,adobe,1699.0,893,adobe cs3 design premium upgrade,,619.99,train-382-893,no
197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,,1634,sonicwall 01-ssc-2574,sonicwall,561.65,train-197-1634,no
1123,business card composer ( mac ),belight software,39.99,940,belight business card composer,,39.99,train-1123-940,yes
1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,950,adobe cs3 master collection upsell from cs1,,2054.99,train-1118-950,yes
1001,printmaster 17 platinum by encore software,encore software,39.99,1181,printmaster ( r ) platinum 16,,39.97,train-1001-1181,no
1238,sound forge audio studio 9,sony media,69.59,2418,sound forge audio studio 9,,66.89,train-1238-2418,yes
587,microsoft word 2007 version upgrade,microsoft,109.95,2816,microsoft word 2007 upgrade ( pc ),,109.95,train-587-2816,yes
238,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,1769,bablur1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,632.18,train-238-1769,no
5,emc retrospect 7.5 disk to disk windows,dantz,,2538,emc insignia retrospect server client v. 7.5 complete package,,181.97,train-5-2538,no
721,backpack journalist,honest technology,79.99,447,global marketing partners backpack journalist honest technology,,83.27,train-721-447,yes
1275,punch ! super home suite,punch ! software,49.99,2338,punch software 38100 punch ! super home suite ( small box ),punch software,45.99,train-1275-2338,yes
189,upgrade delphi 2006 pro named fr delphi v3-2005 pro cd,borland international,,1508,borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd,,453.71,train-189-1508,yes
366,riverdeep arthur 's kindergarten,riverdeep,,2770,tlc arthur 's kindergarten learning system ( pc ) encore,,19.95,train-366-2770,yes
107,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe,242.62,1696,adobe systems inc 29180248 adobe photoshop elements 5.0 / premiere elements 3.0,,139.51,train-107-1696,yes
490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,train-490-137,no
798,hoyle solitaire ( jewel case ),encore,9.99,1690,hoyle solitaire,,9.99,train-798-1690,yes
876,adobe soundbooth cs3 [ mac ],adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95,train-876-2473,yes
688,phase one capture one le,phase one,,250,phase one capture one le,,76.99,train-688-250,yes
1078,3d home architect home v. 8 by encore software,encore software,39.99,2587,3d home architect landscape v. 8by encore software,,26.36,train-1078-2587,no
944,registry mechanic by encore software,encore software,46.52,3167,software,,46.99,train-944-3167,no
273,quickbooks credit card processing kit 3.0,intuit,39.95,3133,quickbooks ( r ) credit card processing kit 2007,,39.99,train-273-3133,no
757,rise of nations : gold ( mac ),macsoft,49.99,340,destineer rise of nations gold edition,,45.99,train-757-340,yes
393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,1105,microsoft visual basic . net standard 2003,,108.95,train-393-1105,no
833,punch ! viacad 2d/3d,punch ! software,99.0,2630,viacad 2d/3d ( win 2000 xp vista ),,99.95,train-833-2630,yes
662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,2513,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99,train-662-2513,no
1112,railroad tycoon 3 ( mac ),macsoft,19.99,949,destineer railroad tycoon 3,,21.99,train-1112-949,yes
1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,3025,individual software business planmaker pro 2008 ( pc ),,39.99,train-1279-3025,no
322,adobe premiere pro 2.0,adobe,849.0,2391,adobe premiere elements 3.0,,89.99,train-322-2391,no
1329,instant immersion translator deluxe 2.0,topics entertainment,49.99,3021,instant immers spanish dlux 2,,36.11,train-1329-3021,no
139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,3188,adobe creative suite 3 web standard complete package academic cd mac,,369.0,train-139-3188,no
643,40 years of the avengers,git corp,49.99,335,git 40 years of marvel avengers dvd-rom,,39.99,train-643-335,yes
490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,1497,microsoft office and windows training professional,,29.99,train-490-1497,no
783,corel dvd moviefactory 6.0,corel,49.99,2173,corel ulead dvd moviefactory 6 software for windows authoring software,,49.95,train-783-2173,yes
508,acrobat professional 8 mac upsell standard-professional,adobe,273.0,168,adobe acrobat v8 .0 professional for mac upsell from std-pro,,145.99,train-508-168,yes
1136,mediafour macdrive 6 for windows,mediafour corporation,49.99,933,mediafour macdrive 6 access mac partition in windows,,43.99,train-1136-933,yes
538,apple iwork '06 ( mac dvd ),apple,79.0,995,apple iwork '06,,79.99,train-538-995,yes
805,hoyle texas hold 'em poker ( jewel case ),encore,9.99,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59,train-805-3108,no
763,station access collection,sony-creative-software,29.99,338,adobe cs3 master collection academic,,939.99,train-763-338,no
256,hallmark card studio 2005 deluxe,sierra home,49.99,1586,hallmark card studio 2006,,29.36,train-256-1586,no
1068,the print shop elements : labels & logos sb cs by the print shop,encore software,,2018,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97,train-1068-2018,no
860,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,2236,apple ilife '06 family pack software av production software,,99.0,train-860-2236,yes
65,custom landdesigner 3d design 7.0,sierra on-line,,2125,custom land designer 3d 7.0,,12.9,train-65-2125,yes
791,hoyle kids ' games jc,encore,9.99,1118,hoyle ( r ) card games 2007,,19.99,train-791-1118,no
1334,adobe creative suite cs3 web standard,adobe,999.0,71,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,,1056.98,train-1334-71,no
604,microsoft office small business 2007 full version,microsoft,449.95,2818,microsoft windows vista business ( pc ),,299.99,train-604-2818,no
1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99,990,brighter minds backyard sports,,19.99,train-1073-990,yes
537,apple . mac 4.0 online service,apple,99.95,2255,apple mac os x server tiger unlimited apple & mac software,,998.95,train-537-2255,no
704,ilisten with headset microphone 1.7,csdc,,407,macspeech ilisten with headset and microphone,,149.99,train-704-407,yes
624,timbuktu remote control softwre 2 licenses for windows & mac,netopia,199.99,296,netopia timbuktu pro for mac and windows 2 pack,,207.99,train-624-296,yes
858,microsoft onenote 2007 upgrade,microsoft,79.95,3199,microsoft ( r ) office ultimate 2007,,539.95,train-858-3199,no
494,webobjects 5.2,apple,699.95,1370,apple web objects 5.2 software apple & mac software,,689.95,train-494-1370,yes
916,professor fuji 's sudoku ( jewel case ),encore software,9.99,2557,encore software 10313 professor fujis sudoku ( win 98 me 2000 xp ),,8.27,train-916-2557,yes
874,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99,199,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37,train-874-199,yes
853,onone essentials for adobe photoshop elements,onone software,59.95,145,adobe photoshop elements 4.0 mac,,79.99,train-853-145,no
673,bryce 6,re : launch,109.95,255,re : launch bryce 6,,94.94,train-673-255,yes
28,gen-x media made easy vol . 3,gen-x,49.95,2000,media made easy volume 3,,24.9,train-28-2000,yes
396,quickbooks premier non-profit edition 2005,intuit inc.,499.95,1307,quickbooks ( r ),,103.99,train-396-1307,no
1276,quickverse bible premier suite,individual software,39.99,1099,quickbooks ( r ) premier 2003,,499.99,train-1276-1099,no
1023,aquarium 3 in 1 collection limited edition for win/mac,encore software,19.99,786,encore software 10123 aquarium 3-in-one limited edition ( eurpac ) win 95 98 me 2000 xp,,18.97,train-1023-786,yes
350,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,566,adobe cs3 web standard,,1035.99,train-350-566,no
446,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,29.99,2155,topics presents : ancient civilizations,,12.9,train-446-2155,yes
206,hp data protector exp bu svr cmp upgrade ltu,hewlett packard,,48,bb117ac hp storageworks data protector express backup server product upgrade package -,,459.3,train-206-48,no
529,zoo tycoon 2 : marine mania expansion,microsoft,19.99,1600,zoo tycoon for windows,,25.99,train-529-1600,yes
736,adobe creative suite cs3 production premium upgrade,adobe,799.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99,train-736-367,no
414,web radio recorder,magix entertainment,,2875,magix webradio recorder ( pc ) magix entertainment,,24.99,train-414-2875,yes
1163,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99,909,allume spring cleaning 9.0,,45.99,train-1163-909,yes
632,microsoft windows xp professional full version with sp2,microsoft,299.99,1182,microsoft ( r ) office word 2004 for mac full version,,231.29,train-632-1182,no
171,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,1472,microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,,191.94,train-171-1472,yes
1076,the print shop 22 sb cs by the print shop,encore software,,2093,encore software 10691 the print shop 22 sb cs by the print shop,,25.97,train-1076-2093,yes
1299,snap ! spelling ( jewel case ),topics entertainment,19.95,697,spelling,,4.93,train-1299-697,yes
858,microsoft onenote 2007 upgrade,microsoft,79.95,945,microsoft office 2004 student/teacher,,145.99,train-858-945,no
464,ae painter v9 win/mac box,corel corp,166.19,2494,corel corporation ptr9engpcma ae painter ix win/mac,,89.99,train-464-2494,yes
1093,final cut express 2.0 upgrade,apple computer,99.99,2755,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,train-1093-2755,yes
514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,273,microsoft windows xp pro sp2 retail,,299.99,train-514-273,no
1078,3d home architect home v. 8 by encore software,encore software,39.99,2573,encore software 10636 3d home architect landscape v. 8by,,25.97,train-1078-2573,no
883,adobe creative suite cs3 production premium,adobe,1699.0,893,adobe cs3 design premium upgrade,,619.99,train-883-893,no
126,oxford spanish dictionary,oxford-university-press,19.95,1820,pop up oxford spanish / english dict,oxford-university-press,13.95,train-126-1820,yes
348,microsoft office & windows training,topics entertainment,29.99,1636,microsoft 164-04052,microsoft,90.24,train-348-1636,no
1276,quickverse bible premier suite,individual software,39.99,3055,quicken 2007 premier win cd,intuit,73.99,train-1276-3055,no
869,upgrade crystal reports 11 pro french,business objects,479.78,2287,upg crystal reports 11 pro french,,264.99,train-869-2287,yes
1130,adobe cs3 design premium macosx dvd,adobe,599.0,99,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,train-1130-99,no
131,microspot interiors,microspot ltd.,99.95,1816,microspot interiors ( mac 10.2 or later ),,99.95,train-131-1816,yes
1116,aquazone bass edition,smith-micro-software,19.99,952,allume aquazone bass edition,smith-micro-software,19.99,train-1116-952,yes
1190,punch ! professional home design,punch ! software,89.99,2468,punch software 14100 punch ! professional home design suite for windows,punch software,62.99,train-1190-2468,yes
372,readiris pro 11 corporate edition,iris inc.,399.99,628,midisoft corporation guitar tool worship edition,,43.36,train-372-628,no
571,microsoft visio standard 2007 version upgrade,microsoft,129.95,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,train-571-3027,yes
30,adobe fireworks cs3 [ mac ],adobe,299.0,358,adobe illustrator cs3 for mac academic,adobe-education-box,199.99,train-30-358,no
79,ca internet security suite 2007 3 user,computer associates,69.95,268,ca internet security suite plus 2008 w / $ 10000 warranty,,92.2,train-79-268,no
781,microsoft excel 2004 ( mac ),microsoft,229.99,2816,microsoft word 2007 upgrade ( pc ),,109.95,train-781-2816,no
1330,onone essentials for adobe photoshop elements version 2 full,onone software,59.95,639,onone software essentials for adobe photoshop elements version 2 full,,59.33,train-1330-639,yes
600,apple . mac 4.0 online service family pack,apple,179.95,2115,apple . mac family pack software five user license with 1-year subscription apple & mac software,,179.0,train-600-2115,yes
1115,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97,train-1115-2490,no
489,flyboys squadron mac,ientertainment,29.99,2422,flyboys squadron mac,,24.99,train-489-2422,yes
858,microsoft onenote 2007 upgrade,microsoft,79.95,1514,microsoft windows vista home basic upgrade ( pc ),,99.99,train-858-1514,no
1168,sibelius compass,sibelius-software-ltd .,159.99,2169,sibelius compass music composition teaching software music production software,sibelius-software-ltd .,119.95,train-1168-2169,yes
590,apple garageband jam pack : world music,apple,99.0,357,apple garageband jam pack : symphony orchestra,,95.99,train-590-357,no
592,adobe after effects cs3 upgrade,adobe,299.0,897,adobe contribute cs3 upgrade,,82.99,train-592-897,no
362,national geographic photo gallery ( jewel case ),topics entertainment,9.99,2855,national geographic photo gallery topics,,9.95,train-362-2855,yes
620,adobe premiere pro cs3,adobe,799.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95,train-620-2393,no
557,adobe creative suite cs3 production premium,adobe,1699.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,train-557-1763,no
1020,elementary school advantage 2007,encore software,29.99,2987,elementary school success deluxe 2006,,12.95,train-1020-2987,no
862,cakewalk project5 version 2,cakewalk,259.0,2502,cakewalk project5 version 2 software music production software,,199.0,train-862-2502,yes
738,print shop 22 deluxe,encore,49.99,2039,the printshop pro publisher v22 deluxe dvd-rom,,69.9,train-738-2039,no
190,isi researchsoft reference manager 11 single user,isi researchsoft,299.99,1536,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,,164.58,train-190-1536,no
593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,465,adobe illustrator cs3 for mac,,619.99,train-593-465,no
1286,webroot desktop firewall,webroot software,29.99,2739,webroot software 54210 desktop firewall,webroot software,26.99,train-1286-2739,yes
722,steinberg nuendo 3 digital audio software,steinberg,2499.0,2175,bias deck 3.5 le digital audio recording software music production software,,69.95,train-722-2175,no
26,adobe premiere pro cs3 upgrade,adobe,299.0,2308,adobe premiere pro cs3 video editing software for mac av production software,,798.95,train-26-2308,no
95,autocad 2007 courseware customizing the interface,autodesk psg,47.95,1630,autocad 2007 coursewarecustomizing the interface,,39.69,train-95-1630,yes
602,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0,1213,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97,train-602-1213,no
772,adobe illustrator cs3 [ mac ],adobe,599.0,465,adobe illustrator cs3 for mac,,619.99,train-772-465,yes
371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87,train-371-3175,no
454,land before time : preschool,brighter-minds-media-inc .,9.99,1449,reader rabbit preschool,the-learning-company,17.9,train-454-1449,no
481,art explosion t-shirt factory deluxe 3.0,nova development,29.99,2459,t-shirt factory deluxe 3.0,,27.99,train-481-2459,yes
471,photoshop elements 4 mac retail eng 1u ( 19230169 ),adobe,145.39,145,adobe photoshop elements 4.0 mac,,79.99,train-471-145,yes
790,scrabble champion edition,encore,19.95,2572,encore software 11192 scrabble champion edition win 98 me 2000 xp,,18.97,train-790-2572,yes
1143,crystal 3d impact ! pro 1.25 ( jewel case ),crystalgraphics,79.0,2196,crystal-graphics crystal 3d impact ! pro animation software,,99.95,train-1143-2196,yes
751,project x project management software,marware,199.95,1072,software,,112.95,train-751-1072,no
1086,calendar creator platinum sb cs by riverdeep,encore software,29.99,2077,encore software 11031 calendar creator platinum sb csby riverdeep,,25.97,train-1086-2077,yes
769,power director 3,avanquest-publishing-usa-inc .,79.95,384,cyberlink power director 3,avanquest-publishing-usa-inc .,9.99,train-769-384,yes
774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99,train-774-367,yes
995,apple remote desktop 3 unlim managed systems,apple,499.0,2253,apple remote desktop 3 unlimited client edition mac apple & mac software,,498.95,train-995-2253,yes
1355,weekly reader mastering elementary/middle school math learning,fogware publishing,19.99,617,fogware publishing weekly reader ls mastering elementary & middle school math,,16.93,train-1355-617,yes
1022,panda internet security 2007 3-user,panda software,69.95,1164,pc-cillin ( tm ) internet security 2007,,49.99,train-1022-1164,no
135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,1613,vmware infrastructure enterprise edition product upgrade license,,5173.98,train-135-1613,no
735,adventure workshop preschool ( jewel case ),encore software,29.99,2836,adventure workshop 1st-3rd grade . 8th edition ( pc ) encore,,19.95,train-735-2836,no
518,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,3027,microsoft office visio standard 2007 upgrade ( pc ),,129.95,train-518-3027,no
373,magellan mapsend lakes ( usa south ),magellan,114.66,2805,magellan mapsend lakes usa south,,99.95,train-373-2805,yes
755,micromat protogo,micromat,,536,micromat inc. diskstudio,,43.36,train-755-536,no
1264,punch ! professional home design suite,punch ! software,69.99,2435,punch software 17100 punch ! super home suite,punch software,45.99,train-1264-2435,no
917,elementary advantage 2008,encore software,,2290,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97,train-917-2290,no
969,talk now ! learn afrikaans beginning level,eurotalk,29.99,837,topics entertainment talk now ! afrikaans beginners,,16.93,train-969-837,yes
