id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
353,sony vegas 6 + dvd [ old version ],sony-pictures-digital-entertainment,899.95,['vegas + dvd sony'],['sony-pictures-digital-entertainment'],[899.99],sony vegas 6 + dvd [ old version ]. sony-pictures-digital-entertainment. 899.95,[2871],['vegas + dvd sony. sony-pictures-digital-entertainment. 899.99'],"['sony vegas 6 video editing software professional editing software. sony-pictures-digital-entertainment. 99.0', 'vegas + dvd sony. sony-pictures-digital-entertainment. 899.99', 'sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software. nan. 129.95', 'vegas movie studiodvd +8 plat. sony creative software. 92.99', 'sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software. nan. 549.95', 'sony vegas 7 + dvd production suite software full version video editing and dvd creation. nan. 426.0', 'sony media software vegas movie studio + dvd 8 platinum edition. nan. 100.97', 'sony vegas movie studio 7 + dvd platinum edition academic. nan. 92.99', 'vegas7 + dvd upgrade. sony-pictures-digital-entertainment. 226.56', 'sony media software acid pro 6 software music production software. sony-pictures-digital-entertainment. 299.95']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
354,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99,['elementary school space the universe ( pc/mac ) fogware'],[nan],[9.99],the universe ( win/mac ) ( jewel case ). fogware publishing. 9.99,[2869],['elementary school space the universe ( pc/mac ) fogware. nan. 9.99'],"['elementary school space the universe ( pc/mac ) fogware. nan. 9.99', 'geometry ( win/mac ) ( jewel case ) ( 10158 ). nan. 9.59', 'poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ). nan. 9.59', 'freeverse software 4015 freeverse big bang board games educational game mac. nan. 22.97', 'freeverse software big bang brain games mac. nan. 24.99', 'freeverse software 4001 northland. freeverse software. 19.99', 'freeverse software 4001 northland. freeverse software. 19.99', 'freeverse software 4001 northland. freeverse software. 19.99', 'weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware. nan. 19.99', 'stationery design studio ( win 98 me 2000 xp ). nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
355,zonealarm internet security suite,zone labs,49.99,['zonealarm internet security suite 2007 ( pc ) zonelabs'],[nan],[49.99],zonealarm internet security suite. zone labs. 49.99,[2866],['zonealarm internet security suite 2007 ( pc ) zonelabs. nan. 49.99'],"['zonealarm ( r ) internet security suite. nan. 49.99', 'zonealarm internet security suite 2007 ( pc ) zonelabs. nan. 49.99', 'zonealarm antivirus 2007 ( pc ) zonelabs. nan. 29.99', 'zone labs zonealarm pro. nan. 30.17', 'zone alarm pro 5. nan. 12.9', 'zonealarm wireless security 2005. nan. 9.95', 'mcafee internet security suite 2007 3-user ( pc ). nan. 89.99', 'norton internet security 2008 10 user. nan. 199.99', 'mcafee internet security 7.0. nan. 69.99', 'norton antivirus 2004. nan. 49.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
358,perfect attorney premium,cosmi corporation,39.99,['perfect attorney premium ( pc ) cosmi'],[nan],[29.99],perfect attorney premium. cosmi corporation. 39.99,[2838],['perfect attorney premium ( pc ) cosmi. nan. 29.99'],"['perfect attorney premium ( pc ) cosmi. nan. 29.99', 'cosmi print perfect clip art deluxe. nan. 6.99', 'print perfect business cards dvd ( pc ) cosmi. nan. 29.99', 'print perfect ( tm ) platinum. nan. 29.99', 'kiplingers home & business attorney. nan. 29.99', 'perfect label maker. nan. 19.99', 'documents to go premium 7.0. nan. 49.99', 'cosmi imusictools ( pc ). nan. 19.99', 'power translator ( tm ) 11 premium. nan. 79.99', 'corel corporation corel wordperfect office x3 pro dvd. nan. 369.09']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
359,adventure workshop 1st-3rd grade 8th edition,encore,19.99,['adventure workshop 1st-3rd grade . 8th edition ( pc ) encore'],[nan],[19.95],adventure workshop 1st-3rd grade 8th edition. encore. 19.99,[2836],['adventure workshop 1st-3rd grade . 8th edition ( pc ) encore. nan. 19.95'],"['adventure workshop 1st-3rd grade . 8th edition ( pc ) encore. nan. 19.95', 'adventure workshop preschool-1st grade 8th edition win. nan. 18.36', 'encore inc adventure workshop preschool-1st grade 8th edition. nan. 17.1', 'encore inc adventure workshop 4th-6th grade 8th edition. nan. 17.1', 'encore software 12421 adventure workshop 8 1st-3rd. nan. 17.97', 'encore software 12411 encore adventure workshop preschool-1st grade 8th edition educational pc. nan. 17.97', 'encore software 12431 adventure workshop 8 4th-6th. nan. 17.97', 'encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep. nan. 17.97', 'encore software 10114 adventure workshop 1st-3rd grade 7th ed sb cs by riverdeep. nan. 17.97', 'encore software 10119 adventure workshop 4th-6th grade 7th edition win xp. nan. 18.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
360,fun for kids : preschool kindergarten featuring disney,topics entertainment,29.99,['fun for kids featuring disney preschool to kindergarten topics'],[nan],[29.99],fun for kids : preschool kindergarten featuring disney. topics entertainment. 29.99,[2856],['fun for kids featuring disney preschool to kindergarten topics. nan. 29.99'],"['fun for kids featuring disney preschool to kindergarten topics. nan. 29.99', 'scholastic brain play preschool to 1st grade topics. nan. 19.99', 'disney learning 1st-2nd grade win. nan. 13.61', 'brain play preschool 1st grade. nan. 25.99', ""blue 's clues preschool. nan. 7.95"", 'kids power fun for little ones. nan. 15.9', 'kids power fun for kids. nan. 15.9', 'encore software 10538 adventure workshop preschool 7 by the learning company. nan. 17.97', 'knowledge adventure inc. jumpstart advanced preschool v2 .0. nan. 16.93', 'reader rabbit learn to read with phonics ! preschool & kindergarten. nan. 12.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
362,national geographic photo gallery ( jewel case ),topics entertainment,9.99,['national geographic photo gallery topics'],[nan],[9.95],national geographic photo gallery ( jewel case ). topics entertainment. 9.99,[2855],['national geographic photo gallery topics. nan. 9.95'],"['national geographic photo gallery topics. nan. 9.95', 'redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ). nan. 39.99', 'ultimate puzzle collection. nan. 9.95', 'i spy mystery by topics entertainment. nan. 23.99', 'clickart 950000 premier image pack ( dvd-rom ). nan. 48.95', 'geometry ( win/mac ) ( jewel case ) ( 10158 ). nan. 9.59', 'magix entertainment corp. photostory on cd & dvd 5. nan. 17.55', 'quickstart photo montage studio. nan. 9.95', 'sony photo go. nan. 24.99', 'adventure inlay. nan. 9.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
364,adobe premiere elements 3.0 [ lb ],adobe,99.99,['adobe premiere elements 3 video editing software for windows consumer video editing software'],[nan],[99.95],adobe premiere elements 3.0 [ lb ]. adobe. 99.99,[2395],['adobe premiere elements 3 video editing software for windows consumer video editing software. nan. 99.95'],"['adobe premiere elements 3.0. nan. 89.99', 'adobe premiere elements 3 ( pc ). nan. 99.99', 'adobe premiere elements 3 video editing software for windows consumer video editing software. nan. 99.95', 'adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software. nan. 149.95', 'adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd. nan. 104.99', 'adobe premiere pro cs3. nan. 825.99', 'adobe premiere pro cs3 academic. nan. 339.99', 'adobe cs3 production premium. nan. 1749.99', 'adobe premiere pro cs3 upgrade. nan. 308.99', 'adobe premiere pro cs3 video editing software for mac av production software. nan. 798.95']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
365,english literature basics ( win/mac ) ( jewel case ),fogware publishing,9.99,['elementary school english literature basics ( pc/mac ) fogware'],[nan],[9.99],english literature basics ( win/mac ) ( jewel case ). fogware publishing. 9.99,[2849],['elementary school english literature basics ( pc/mac ) fogware. nan. 9.99'],"['elementary school english literature basics ( pc/mac ) fogware. nan. 9.99', 'poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ). nan. 9.59', 'weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware. nan. 19.99', 'high school world history ( pc/mac ) fogware. nan. 9.99', 'books by you ( pc/mac ) knowledge adventure. nan. 19.99', 'elementary school space the universe ( pc/mac ) fogware. nan. 9.99', 'weekly reader mastering elementary & middle school math ( pc/mac ) fogware. nan. 19.99', 'fogware publishing esl learn english. nan. 6.84', 'middle school life science classification & ecology ( pc/mac ) fogware. nan. 9.99', 'fogware publishing weekly reader ls mastering elementary & middle school math. nan. 16.93']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
366,riverdeep arthur 's kindergarten,riverdeep,,"[""tlc arthur 's kindergarten learning system ( pc ) encore""]",[nan],[19.95],riverdeep arthur 's kindergarten. riverdeep. nan,[2770],"[""tlc arthur 's kindergarten learning system ( pc ) encore. nan. 19.95""]","[""tlc arthur 's kindergarten learning system ( pc ) encore. nan. 19.95"", 'jumpstart kindergarten ( jc ). nan. 9.9', 'the land before time : kindergarten adventure. nan. 12.9', 'reader rabbit kindergarten special 2-cd edition. nan. 12.95', 'fun for kids featuring disney preschool to kindergarten topics. nan. 29.99', 'encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep. nan. 17.97', 'encore software 13861 tlc arthurs kindergarten learning system 2008. nan. 17.97', 'reader rabbit learn to read with phonics ! preschool & kindergarten. nan. 12.95', 'encore software 10114 adventure workshop 1st-3rd grade 7th ed sb cs by riverdeep. nan. 17.97', 'encore inc printshop business card maker. riverdeep-learning-company. 8.01']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
368,jumpstart advanced 3rd grade v2 .0,knowledge adventure,19.99,['jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure'],[nan],[19.99],jumpstart advanced 3rd grade v2 .0. knowledge adventure. 19.99,[2757],['jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99'],"['jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 1st grade knowledge adventure. nan. 19.99', 'knowledge adventure inc. jumpstart advanced preschool v2 .0. nan. 16.93', 'knowledge adventure 20033 jumpstart reading with karaoke. knowledge adventure. 19.99', 'knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43. nan. 16.93', 'knowledge adventure inc. jumpstart world 2nd grade mini box. nan. 16.93', 'knowledge adventure inc. 20223 jumpstart world 1st grade mini box. nan. 16.93', 'jumpstart ( r ) advanced 1st grade. nan. 19.99', 'knowledge adventure 785105 jumpstart explore-gr1-3 add on. nan. 12.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
369,tlc arthur 's kindergarten learning system 2008,encore,19.99,"[""tlc arthur 's kindergarten learning system ( pc ) encore""]",[nan],[19.95],tlc arthur 's kindergarten learning system 2008. encore. 19.99,[2770],"[""tlc arthur 's kindergarten learning system ( pc ) encore. nan. 19.95""]","[""tlc arthur 's kindergarten learning system ( pc ) encore. nan. 19.95"", 'encore software 13861 tlc arthurs kindergarten learning system 2008. nan. 17.97', 'encore software 13851 tlc blues clues preschool learning system 2008. nan. 17.97', 'encore software 13891 tlc millies math learning system 2008. nan. 17.97', 'encore software 10546 encore tlc star flyers 2nd grade learning system 2007 complete product educational 1 user complete product standard pc mac. nan. 17.97', 'encore software 10548 encore tlc zoombinis 3rd grade learning system 2007 complete product educational 1 user complete product standard pc mac. encore-software-inc. 17.97', 'encore software 10593 encore tlc clue finders math learning system 2007 complete product educational 1 user complete product standard pc mac. nan. 17.97', 'encore software 13871 tlc reader rabbit 1st grade learning system 2008. nan. 17.97', 'encore software 13881 tlc dr seuss reading learning system 2008. nan. 17.97', 'encore tlc dr seuss reading learning system 2008. nan. 17.9']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
372,readiris pro 11 corporate edition,iris inc.,399.99,['readiris pro 11 corporate edition for pc'],[nan],[349.99],readiris pro 11 corporate edition. iris inc.. 399.99,[2827],['readiris pro 11 corporate edition for pc. nan. 349.99'],"['readiris pro 11 corporate edition for pc. nan. 349.99', 'iris inc readiris pro 11 corporate edition. nan. 430.58', 'iris readiris pro 11 mac ocr. nan. 109.99', 'scansoft ( r ) paperport ( r ) 11. nan. 99.99', 'abbyy fine reader 5.0 pro mac. nan. 128.95', 'usoa289 iris readiris pro v. 11 complete package 1 user win. nan. 110.07', 'scansoft textbridge pro v. 11. nuance-communications-inc .. 68.99', 'scansoft pdf converter 4. nan. 37.95', 'adobe acrobat professional 7. nan. 350.0', 'onone software intellihance pro 4 for mac/pc. nan. 159.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
373,magellan mapsend lakes ( usa south ),magellan,114.66,['magellan mapsend lakes usa south'],[nan],[99.95],magellan mapsend lakes ( usa south ). magellan. 114.66,[2805],['magellan mapsend lakes usa south. nan. 99.95'],"['magellan mapsend lakes usa south. nan. 99.95', 'magellan mapsend topo for the united states for magellan map 330 series. nan. 29.99', 'delorme mapping topo usa 6.0 west region. nan. 43.36', 'delorme mapping topo usa 6.0 east region. nan. 43.36', 'garmin bluechart mediterranean southeast. nan. 299.0', 'delorme street atlas usa 2004. nan. 49.97', 'delorme mapping street atlas usa 2007 plus dvd xx. nan. 53.37', 'delorme earthmate gps lt-20 with street atlas 2007 usa/canada ( ae-7738-203 ). nan. 67.19', 'microsoft mappoint 2006 with gps locator ( pc ). nan. 349.99', 'microsoft ( r ) mappoint ( r ) 2006. nan. 249.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,reel deal casino championship edition,phantom efx,19.99,['reel deal casino championship edition ( win 98 me nt 2000 xp )'],[nan],[19.95],reel deal casino championship edition. phantom efx. 19.99,[2636],['reel deal casino championship edition ( win 98 me nt 2000 xp ). nan. 19.95'],"['reel deal casino championship edition ( win 98 me nt 2000 xp ). nan. 19.95', 'phantom efx reel deal casino shuffle master edition. nan. 17.24', 'phantom efx reel deal slots v 2.0. nan. 7.36', 'phantom efx reel deal slots mystic forest. nan. 17.24', 'reel deal casino quest ( win 95 98 me 2000 xp ). nan. 19.95', 'encore software 14131 wheel of fortune deluxe. nan. 17.97', 'encore software 11960 hoyle casino 3d win 98 me 2000 xp. nan. 7.69', 'atari unreal tournament 2004 : dvd edition ( pc ) game. nan. 9.99', 'net jet game system for pc. nan. 24.99', 'chessmaster 9000 : feral interactive. nan. 38.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
376,printmaster gold v 17.0,nova development,19.95,['printmaster gold v 17.0 ( win 98 me 2000 xp )'],[nan],[19.95],printmaster gold v 17.0. nova development. 19.95,[2638],['printmaster gold v 17.0 ( win 98 me 2000 xp ). nan. 19.95'],"['printmaster gold v 17.0 ( win 98 me 2000 xp ). nan. 19.95', 'print master platinum v17. nan. 29.9', 'printmaster ( r ) gold 17. nan. 19.99', 'encore inc printmaster gold v 17.0. nan. 17.1', 'encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc. nan. 17.97', 'printmaster platinum 16. nan. 19.95', 'printmaster ( r ) platinum 16. nan. 39.97', 'encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc. nan. 33.97', 'the printshop pro publisher v22 deluxe dvd-rom. nan. 69.9', 'print workshop 2007 ( pc ) valusoft. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
377,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,['pc-cillin internet security 2007 3-user ( win me 2000 xp )'],[nan],[49.95],pc cillin internet sec 2007 lics large box 3u. trend micro. 49.95,[2624],['pc-cillin internet security 2007 3-user ( win me 2000 xp ). nan. 49.95'],"['pc-cillin internet security 2007 3-user ( win me 2000 xp ). nan. 49.95', 'pc-cillin ( tm ) internet security 2007. nan. 49.99', 'pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win. nan. 29.02', 'mcafee internet security suite 2007 3-user ( pc ). nan. 89.99', 'zonealarm internet security suite 2007 ( pc ) zonelabs. nan. 49.99', 'symantec ( tm ) norton internet security ( tm ) 2005 3-user. nan. 119.99', 'zonealarm antivirus 2007 ( pc ) zonelabs. nan. 29.99', 'mcafee internet security 7.0. nan. 69.99', 'panda internet security 2007 panda software. nan. 49.99', 'mcafee virusscan plus 2007 ( pc ). nan. 39.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,['aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher )'],[nan],[19.95],aquarium 3-in-one collection ( win/mac ). encore software. 19.99,[2628],['aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ). nan. 19.95'],"['aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ). nan. 19.95', 'encore software 10123 aquarium 3-in-one limited edition ( eurpac ) win 95 98 me 2000 xp. nan. 18.97', 'encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher. nan. 19.97', 'marine aquarium & goldfish screen saver by encore software. nan. 19.99', 'encore software 10561 marine aquarium & goldfish screen saver by. nan. 17.97', 'encore software 25005 encore marine aquarium v. 2.0 complete product screen saver 1 user ( s ) complete product standard pc mac. nan. 18.97', 'encore software 10272 marine aquarium + sharks win 98 me 2000 xp. nan. 7.69', 'marine aquarium + sharks ( win 98 me 2000 xp ). nan. 9.95', 'marine aquarium & goldfishscreen saver by encore software. nan. 18.27', 'encore software 10279 sharks 2.0 ( win 95 98 me 2000 xp/mac 10.1 or higher ). nan. 18.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
380,kaspersky anti-virus 6.0,kaspersky lab,59.95,['kaspersky anti-virus 6.0 ( pc )'],[nan],[59.99],kaspersky anti-virus 6.0. kaspersky lab. 59.95,[2676],['kaspersky anti-virus 6.0 ( pc ). nan. 59.99'],"['kaspersky anti-virus 6.0 ( pc ). nan. 59.99', 'kaspersky ( r ) internet security 6.0. nan. 76.99', 'symantec norton anti-virus v. 10 mac. nan. 64.99', 'mcafee virusscan 8.0. nan. 49.99', 'norton antivirus 2004. nan. 49.99', 'symantec norton anti-virus 2007 windows. nan. 39.99', 'mcafee internet security 7.0. nan. 69.99', 'computer associates etrust antivirus r8 multilanguage 1 user. nan. 49.99', 'zone alarm pro 5. nan. 12.9', 'standard anti-virus 100 users w / 1 yr service agreement. nan. 374.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
382,adobe production studio premium,adobe,1699.0,['adobe production studio premium software suite video software bundles'],[nan],[1698.95],adobe production studio premium. adobe. 1699.0,[2193],['adobe production studio premium software suite video software bundles. nan. 1698.95'],"['adobe production studio premium software suite video software bundles. nan. 1698.95', 'adobe production premium cs3 software suite for windows professional editing software. nan. 1698.95', 'adobe cs3 production premium. nan. 1749.99', 'adobe production premium cs3 software suite for mac av production software. nan. 1698.95', 'adobe cs3 production premium academic. nan. 569.99', 'adobe cs3 web premium. nan. 1659.99', 'adobe cs3 production premium upgrade. nan. 822.99', 'adobe cs3 design premium. nan. 1865.99', 'adobe cs3 production premium upsell. nan. 1234.99', '19600061dm adobe creative suite 3 production premium media tlp download mac world. nan. 20.97']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
383,merriam-webster 's dictionary ( win/mac ) ( jewel case ),fogware publishing,9.99,"['merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later )', ""merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 )""]","[nan, nan]","[9.99, 9.59]",merriam-webster 's dictionary ( win/mac ) ( jewel case ). fogware publishing. 9.99,"[2642, 3099]","['merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ). nan. 9.99', ""merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ). nan. 9.59""]","[""merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ). nan. 9.59"", 'merriam-webster english dictionary ( win 2000 xp/mac 10.3.8 or later ). nan. 9.99', 'poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ). nan. 9.59', 'elementary school english literature basics ( pc/mac ) fogware. nan. 9.99', 'weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware. nan. 19.99', 'oxford english/spanish dictionary expansion sd/mmc card for palm os ( r ) and pocket pc. nan. 49.99', 'encore software 11192 scrabble champion edition win 98 me 2000 xp. nan. 18.97', 'super solvers spellbound ! ! school edition for mac. nan. 17.95', 'encore software 11190 scrabble win 98 me 2000 xp. nan. 18.97', 'books by you ( pc/mac ) knowledge adventure. nan. 19.99']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
394,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,['jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure'],[nan],[19.99],jumpstart advanced 2nd grade v2 .0. knowledge adventure. 19.99,[2909],['jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99'],"['jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'jumpstart advanced 1st grade knowledge adventure. nan. 19.99', 'jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99', 'knowledge adventure inc. jumpstart advanced preschool v2 .0. nan. 16.93', 'knowledge adventure inc. jumpstart world 2nd grade mini box. nan. 16.93', 'knowledge adventure 20033 jumpstart reading with karaoke. knowledge adventure. 19.99', 'knowledge adventure inc. 20223 jumpstart world 1st grade mini box. nan. 16.93', 'knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43. nan. 16.93', 'jumpstart ( r ) advanced 1st grade. nan. 19.99', 'knowledge adventure 785105 jumpstart explore-gr1-3 add on. nan. 12.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
396,quickbooks premier non-profit edition 2005,intuit inc.,499.95,['intuit inc 284216 qckbks prem nonprofit ed 2005'],[nan],[404.0],quickbooks premier non-profit edition 2005. intuit inc.. 499.95,[2470],['intuit inc 284216 qckbks prem nonprofit ed 2005. nan. 404.0'],"['intuit quickbooks premier professional services edition 2007 software win tax & finance software. nan. 349.95', 'intuit inc quickbooks premier edition 2007 5 user. nan. 1309.31', '299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win. nan. 344.58', 'quickbooks ( r ) premier 2003. nan. 499.99', 'intuit quickbooks customer manager 2.5 for windows tax & finance software. nan. 79.95', 'quickbooks ( r ) premier : accountant edition 2007. nan. 399.99', 'intuit quicken premier 2007 software for windows tax & finance software. nan. 73.95', 'intuit quickbooks pro 2007 software for windows tax & finance software. nan. 179.95', 'intuit quickbooks simple start edition 2007 software for windows tax & finance software. nan. 83.95', 'intuit inc 284216 qckbks prem nonprofit ed 2005. nan. 404.0']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
411,podmaxx '07,bling,29.99,"[""podmaxx '07 eb carlson""]",[nan],[29.99],podmaxx '07. bling. 29.99,[2872],"[""podmaxx '07 eb carlson. nan. 29.99""]","[""podmaxx '07 eb carlson. nan. 29.99"", 'podmediacreator. nan. 29.99', 'powerhouse migo for ipod for windows. nan. 71.99', 'micromat podlock ipod utility software. nan. 39.99', 'allume poser 7. nan. 179.99', 'three-to-a-page 7 ring premier binder. nan. 31.99', 'ghostsurf ( tm ) 2007 platinum. nan. 29.99', 'print perfect ( tm ) platinum. nan. 29.99', 'printmaster ( r ) gold 17. nan. 19.99', 'bling software limited safekeeper plus. nan. 39.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
414,web radio recorder,magix entertainment,,['magix webradio recorder ( pc ) magix entertainment'],[nan],[24.99],web radio recorder. magix entertainment. nan,[2875],['magix webradio recorder ( pc ) magix entertainment. nan. 24.99'],"['magix webradio recorder ( pc ) magix entertainment. nan. 24.99', 'mp3 radio recorder for ipod. nan. 22.9', 'magix music maker 12 deluxe ( pc ) magix entertainment. nan. 59.99', 'magix samplitude 9 professional music production software. nan. 999.0', 'magix pictures to cd & dvd. nan. 14.9', 'magix audio cleaning lab 10. nan. 16.95', 'magix entertainment corp. xtreme photostory on cd and dvd 6. nan. 26.14', 'magix entertainment corp. xtreme photostory on cd and dvd 6. nan. 26.14', 'nero mix cd recording software. nan. 41.42', 'magix entertainment corp. photostory on cd & dvd 5. nan. 17.55']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
420,student home learning system for pc/mac,fogware publishing,139.99,['student home learning system'],[nan],[109.99],student home learning system for pc/mac. fogware publishing. 139.99,[2388],['student home learning system. nan. 109.99'],"['student home learning system. nan. 109.99', 'weekly reader mastering elementary & middle school math ( pc/mac ) fogware. nan. 19.99', 'weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware. nan. 19.99', 'elementary school space the universe ( pc/mac ) fogware. nan. 9.99', 'high school world history ( pc/mac ) fogware. nan. 9.99', 'middle school life science classification & ecology ( pc/mac ) fogware. nan. 9.99', 'elementary school english literature basics ( pc/mac ) fogware. nan. 9.99', 'fogware publishing weekly reader ls mastering elementary & middle school math. nan. 16.93', 'fogware publishing weekly reader ls mastering high school 2008. nan. 24.91', 'jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure. nan. 19.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
421,3mds network operations manager diy annual subscptn 101 500u,3m,,['3mds network operations managerdiy annual subscptn 101 500u'],[nan],[144.63],3mds network operations manager diy annual subscptn 101 500u. 3m. nan,[2382],['3mds network operations managerdiy annual subscptn 101 500u. nan. 144.63'],"['3mds network operations managerdiy annual subscptn 101 500u. nan. 144.63', 'emc deployment mgr per/u 40001-50000u webexp-50000. nan. 80382.0', 'emc auth mgr mnt base 24x7 2m per/u 30-50u aut0000050be2. nan. 15.0', '1yr 24x7 gold support 1000u sup sw ud adv hw rep. nan. 10589.99', 'emc auth mgr mnt entupg/std 18m per/u 50005-100000u aut0100000us18. nan. 13.0', 'emc securid appl mnt base / std 8mo per u 2505-3500 app0003500bs8. nan. 15.0', 'emc auth mgr mnt base 9x5 22m per/u 3505-5000 u aut0005000bs22. nan. 18.0', 'emc auth mgr mnt ent/ext 17m per/u 2505-3500 u aut0003500ee17. nan. 22.0', 'emc deployment mgr per/u 10001-15000u webexp-15000. nan. 80382.0', 'nbcn1005 netbotz central license 5 nodes win. nan. 749.01']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
423,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,['microsoft 059-03871 molpc word sa'],[nan],[111.78],microsoft licenses word olp c ( 05903871 ). microsoft licenses. 205.73,[2364],['microsoft 059-03871 molpc word sa. nan. 111.78'],"['microsoft 059-03871 molpc word sa. nan. 111.78', 'microsoft 394-00258 exchsrvrextrncon lic/sa c 400p 805529357631. nan. 67678.14', 'microsoft ov l/sa win comp clst ed 1yr/acqy3 add prd 73l-00098. nan. 369.0', 'microsoft molpc l/sa isa svr ent ed 25 1cpu lic 400pt f89-01554. nan. 97494.0', 'microsoft 164-04052. microsoft. 90.24', 'microsoft open l/sa isa svr ent ed 25 1cpu lic f89-01570. nan. 99483.0', 'u84-00101 microsoft windows server 2003 for small business license 5 device cals ope. nan. 303.9', 'b11-01215 microsoft works suite 2006 license and media 1 user cd win english u. nan. 94.08', 'microsoft ov l/sa prj ext conn ul 3yr/acqyr1 t76-01189. nan. 56493.0', 'microsoft molpc isa svr ent ed 2006 25cpu lic 200pt f89-01407. nan. 65644.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
