id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
1370,zyxel wap3205 wireless n access point,networking,zyxel,wap3205,49.88,['zyxel wap3205 wireless n access point ethernet client and universal repeater'],['wireless access points'],['zyxel'],['wap3205'],[39.99],zyxel wap3205 wireless n access point. networking. zyxel. wap3205. 49.88,[5172],['zyxel wap3205 wireless n access point ethernet client and universal repeater. wireless access points. zyxel. wap3205. 39.99'],"['zyxel wap3205 wireless n access point ethernet client and universal repeater. wireless access points. zyxel. wap3205. 39.99', 'zyxel nwa1100 - wireless access point 54711p category wireless access points. wireless access points. zyxel. nan. 123.53', 'zyxel nwa-1100 - wireless access point - 802.11 b g. networking products. zyxel. nwa-1100. 117.46', 'zyxel nwa-3160 hybrid access point - wireless access point - 802.11 a b g. networking products. zyxel. 91-005-197005b. 149.5', 'wireless-n 150 access point. networking products. netgear. wn604-100nas. 63.99', 'tp-link tl-wa500g 54mbps extended range wireless access point. networking products. tp-link. tl-wa500g. 29.99', 'cisco-linksys wap610n wireless-n access point with dual-band. wireless access points. cisco. wap610n. nan', 'zyxel nbg4615 300mbps wireless n gigabit router. routers. zyxel. nbg4615. 49.99', 'tp-link tl-wa801nd 300 mbps wireless n access point with 2x 4dbi antennas. wireless access points. tp-link. tl-wa801nd. 39.99', 'zyxel 802.11 n mini usb 2.0 300 mbps wireless adapter nwd2205. nan. zyxel. nwd2205. 28.32']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1377,office star products 93 series leather visitors chair with loop arms black,furniture,office star,,179.49,['office star ex81243 - 93 series leather visitors chair w loop arms black'],['laptops'],['office star'],[nan],[nan],office star products 93 series leather visitors chair with loop arms black. furniture. office star. nan. 179.49,[12161],['office star ex81243 - 93 series leather visitors chair w loop arms black. laptops. office star. nan. nan'],"['office star ex81243 - 93 series leather visitors chair w loop arms black. laptops. office star. nan. nan', 'office star ex81244 - 93 series leather visitors chair w loop arms burgundy. laptops. office star. nan. nan', 'wrigley 24 7 high performance mid-back multifunction task chair fabric black. office electronics accessories. alera. nan. 113.9', 'fellowes office suites mesh back support. back seat cushions. fellowes. nan. 17.99', 'durable office products key tag 24 pack - black red yellow dark blue dbl194900. audio video accessories. durable. nan. 17.94', 'aberdeen series bowfront desk shell. office electronics accessories. mayline. nan. 439.89', 'park avenue stack-on storage with enclosed back. office furniture lighting. hon. nan. 546.92', 'invitation 2111 single rail arm chair. nan. hon. nan. 289.98', 'universal 92013 - office scissors 8 l bent titanium coated blades pointed tip black blue. nan. universal. nan. 24.47', '10700 series 72 w double pedestal office desk finish mahogany. nan. hon. nan. 489.94']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1391,inland pro 8-sheet paper shredder,stationery & office machinery,inland,05302,47.54,['inland pro 8-sheet paper shredder 05302'],['shredders'],['inland'],['05302'],[47.54],inland pro 8-sheet paper shredder. stationery & office machinery. inland. 05302. 47.54,[2976],['inland pro 8-sheet paper shredder 05302. shredders. inland. 05302. 47.54'],"['inland pro 8-sheet paper shredder 05302. shredders. inland. 05302. 47.54', 'inland pro 6-sheet paper shredder 05301. shredders. inland. 05301. 28.54', 'inland pro 05304 paper shredder. shredders. inland. 05304. 59.54', 'inland pro 05303 paper shredder. shredders. inland. 05303. 45.33', 'fellowes powershred p-48c 8 sheet cross-cut paper shredder 3224905. shredders. fellowes. 3224905. 77.44', 'fellowes b-081c 8 sheet cross-cut shredder 3376001. shredders. fellowes. b-081c. 121.99', 'fellowes powershred 2326c 20-22 sheet cross-cut shredder 3415801. shredders. fellowes. 2326c. 1361.85', 'simplyshred sg-820s ultra quiet heavy-duty 24-sheet strip cut paper shredder lcd display. shredders. simplyshred. sg-820s. 219.0', 'fellowes 3224905 - powershred deskside p-48c cross-cut shredder 8 sheet capacity. nan. fellowes. nan. 86.73', '6 sheet cross-cut shredder. shredders. royal. 29183g-bk. 32.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1394,joby gorillapod original orange,photography - general,joby,gp1aten,19.94,['joby gp1-dten gorillapod flexible tripod orange'],['complete tripod units'],['joby'],['gp1 orange'],[14.88],joby gorillapod original orange. photography - general. joby. gp1aten. 19.94,[19580],['joby gp1-dten gorillapod flexible tripod orange. complete tripod units. joby. gp1 orange. 14.88'],"['joby gp1-dten gorillapod flexible tripod orange. complete tripod units. joby. gp1 orange. 14.88', 'joby gorillapod original. game cameras. joby. nan. 19.95', 'black gray original joby gorillapod universal digital video camera tripod w flexible legs gp1-a1en. nan. karendeals. nan. 26.95', 'joby gp1-eyen gorillapod flexible tripod yellow. nan. joby. gp1-0yen. 14.0', 'joby gp1-e1en gorillapod flexible tripod grey. nan. joby. gp1-d1en. 10.68', 'joby gp1-0gen gorillapod flexible tripod green. nan. joby. gp1-0gen. nan', 'joby gp1 gorillapod flexible tripod blue. complete tripod units. joby. gp1-eben. nan', 'joby gp1 gorillapod flexible tripod red. nan. joby. gp1-aren. nan', 'joby gp1-epen gorillapod flexible tripod pink. nan. joby. gp1-0pen. nan', 'joby gp2-e1en gorillapod flexible tripod for digital slr cameras. nan. joby. gp2-01p. 33.8']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1397,sharp electronics xldh259n 160w micro system with ipod dock black,stereos/audio,sharp,xl-dh259n,0.0,['sharp electronics xldh259n 160w micro system with docking slot for ipod black'],['speaker systems'],['sharp'],['xldh259n'],[nan],sharp electronics xldh259n 160w micro system with ipod dock black. stereos/audio. sharp. xl-dh259n. 0.0,[20805],['sharp electronics xldh259n 160w micro system with docking slot for ipod black. speaker systems. sharp. xldh259n. nan'],"['sharp electronics xldh259n 160w micro system with docking slot for ipod black. speaker systems. sharp. xldh259n. nan', 'sharp electronics xldh229n 100w micro system with docking slot for ipod black. speaker systems. sharp. xldh229n. 114.72', 'sharp he xldh259p micro audio system. boomboxes. sharp. xldh259p. 148.72', 'iluv i189 speaker system with 3d sound and dock for ipod black. speaker systems. iluv. i189blk. 28.85', 'ihome ihm9 portable stereo system for ipod iphone and mp3 players black. speaker systems. ihome. ihm9bc. 16.28', 'iluv imm289 stereo speaker dock for ipod and iphone black. speaker systems. iluv. imm289blk. nan', 'sony rdp-x50ipblk speaker dock for ipod and iphone black. speaker systems. sony. rdp-x50ipblk. 98.0', 'ilive ihh810b 2.1 channel hdmi home theater system with cd dvd player and docking station for ipod black. dvd home theater. ilive. ihh810b. 99.0', 'ilive cd and radio home music system with docking and recharging station for ipod black. speaker systems. gpx. ih319b. 64.99', 'ilive isp209b portable speaker system with alarm clock and dock for ipod and iphone black. speaker systems. ilive. isp209b. 50.39']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1398,netgear universal wi-fi range extender,networking,netgear,wn3000rp100nas,79.88,['netgear universal wi-fi range extender wn3000rp'],['routers'],['netgear'],['wn3000rp'],[69.66],netgear universal wi-fi range extender. networking. netgear. wn3000rp100nas. 79.88,[4586],['netgear universal wi-fi range extender wn3000rp. routers. netgear. wn3000rp. 69.66'],"['netgear universal wi-fi range extender wn3000rp. routers. netgear. wn3000rp. 69.66', 'netgear universal wifi range extender wn2000rpt. networking products. netgear. wn2000rpt. 61.5', 'wireless-n 150 access point. networking products. netgear. wn604-100nas. 63.99', 'netgear wnce2001 universal wifi internet adapter. usb network adapters. netgear. wnce2001. 59.99', 'netgear rangemax 150 wireless router. routers. netgear. wnr1000-100nas. nan', 'netgear powerline av 200 wireless-n extender kit xavnb2001. networking products. netgear. xavnb2001. 107.79', 'netgear wn511b rangemax wireless-n notebook adapter. chargers adapters. netgear. wn511b-100nas. 11.99', 'netgear rangemax wireless-n300 gigabit router with usb wnr3500l. routers. netgear. wnr3500l-100nas. nan', 'netgear wn311t rangemax next wireless-n pci adapter. network adapters. netgear. wn311t-100nas. 119.99', 'tl-wa730re wireless range extender 150mbps ap mode 1antenna. networking products. tp-link. tl-wa730re. 36.69']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1400,hp 82 cyan inkjet cartridge ch566a,printers,hp,hp ch566a,29.88,['ink hp 82 cyan ink cartridge-ch566a'],['computers accessories'],['hp'],[nan],[nan],hp 82 cyan inkjet cartridge ch566a. printers. hp. hp ch566a. 29.88,[18727],['ink hp 82 cyan ink cartridge-ch566a. computers accessories. hp. nan. nan'],"['ink hp 82 cyan ink cartridge-ch566a. computers accessories. hp. nan. nan', 'hp 82 - print cartridge - 1 x cyan. computer accessories. hp. ch566a. nan', 'hp 82 - print cartridge - 1 x yellow. inkjet printer ink. hp. ch568a. 26.88', 'hp 82 - print cartridge - 1 x magenta. inkjet printer ink. hp. ch567a. 26.88', 'hp laserjet 648a cyan cartridge in retail packaging ce261a. printer ink toner. hp. ce261a. 237.69', 'hp ch568a ch567a ch566a ch565a inkjet cartridge inkcart hp 82 28ml yw 11803-a pack of3. nan. hew-is. nan. 24.55', 'hp 11 - print cartridge - 1 x cyan - 1750 pages. inkjet printer ink. hp. c4836a. 28.95', 'hewlett packard c5061a hp 90 cyan 400 ml ink cartridge. inkjet printer ink. hp. c5061a. 143.75', 'hp c4821a no. 80 printhead and cleaner cyan. battery chargers. hp. c4821a. 119.99', 'hp 564 cyan ink cartridge in retail packaging. inkjet printer ink. hp. cb318wn # 140. nan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1402,adesso gp-160pb easy cat 2 button glidepoint touchpad - electrostatic - ps 2,mice,adesso,gp-160pb,34.82,['easycat 2button ps 2 touchpad blk cirque glidepoint technology'],['touch pads'],['adesso'],['gp-160pb'],[27.99],adesso gp-160pb easy cat 2 button glidepoint touchpad - electrostatic - ps 2. mice. adesso. gp-160pb. 34.82,[20183],['easycat 2button ps 2 touchpad blk cirque glidepoint technology. touch pads. adesso. gp-160pb. 27.99'],"['adesso usb easycat 2-btn touchpad black cirque glidepoint technology gp160u-121. touch pads. adesso. gp160u-121. 35.99', 'easycat 2button ps 2 touchpad blk cirque glidepoint technology. touch pads. adesso. gp-160pb. 27.99', 'new-easycat 2btn touchpad ps2 blk - gp160pb. connectors adapters. adesso. nan. 48.74', 'smartcat 4btn usb black cirque glidepoint technology touchpad. touch pads. adesso. gp-410ub. 46.99', 'browsercat 2btn usb silver cirque glidepoint touchpad win. touch pads. adesso. atp-400ub. 29.99', 'adesso 3 buttom desktop ps 2 optical scroll mouse. computers accessories. adesso. hc-3003ps. 9.06', 'trackball mouse. mice. adesso. imouse t1. 25.47', '3btn usb black optical scroll mouse. computers accessories. adesso. hc-3003us. 7.0', 'adesso mini black usb keyboard with glidepoint touchpad. keyboard mouse combos. adesso. ack-540ub. 42.99', 'wireless rf mini multimedia usb kyb with optical trackball 2.4 ghz blk. trackballs. adesso. wkb-3000ub. 59.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1405,ibm 28p2010 black toner cartridge,printers,ibm,28p2010,425.0,['ibm 28p2010 toner cartridge for ibm infoprint 1130\xa04530\xa01140\xa04540 high-yield black'],['laser printer toner'],['ibm'],['28p2010'],[209.99],ibm 28p2010 black toner cartridge. printers. ibm. 28p2010. 425.0,[14894],['ibm 28p2010 toner cartridge for ibm infoprint 1130\xa04530\xa01140\xa04540 high-yield black. laser printer toner. ibm. 28p2010. 209.99'],"['ibm 28p2010 toner cartridge for ibm infoprint 1130\xa04530\xa01140\xa04540 high-yield black. laser printer toner. ibm. 28p2010. 209.99', 'ibm 28p2009 toner cartridge for ibm infoprint 1130\xa04530\xa01140\xa04540 black. laser printer toner. ibm. 28p2009. 158.0', 'brother black toner cartridge tn420. laser printer toner. brother. tn420. 30.99', 'okidata laserjet printer toner cartridge black. laser printer toner. oki data. 42102801. 144.4', 'brother black toner cartridge tn-210bk. laser printer toner. brother. tn-210bk. 48.99', 'canon 104 black toner cartridge. laser printer toner. canon. 0263b001a. 64.06', 'hp laserjet 24a black print cartridge in retail packaging. laser printer toner. hp. q2624a. 39.0', 'canon imageclass x25 black toner cartridge. laser printer toner. canon. 8489a001. 71.98', 'okidata 42102801 black image drum. laser printer toner. oki data. nan. 161.94', 'black image drum with toner cart for c3400 series. printer ink toner. oki data. 43460204. 52.27']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1412,post-it notes dispenser w weighted base plastic 11 7 8 x 2 1 2 x 7 3 4 gray,stationery & office machinery,post-it,c50,22.94,['new-post-it c50 - notes dispenser with weighted base plastic 12 x 8 x 2 charcoal gray - mmmc50'],['shredders'],['post-it'],[nan],[41.06],post-it notes dispenser w weighted base plastic 11 7 8 x 2 1 2 x 7 3 4 gray. stationery & office machinery. post-it. c50. 22.94,[16818],['new-post-it c50 - notes dispenser with weighted base plastic 12 x 8 x 2 charcoal gray - mmmc50. shredders. post-it. nan. 41.06'],"['new-post-it c50 - notes dispenser with weighted base plastic 12 x 8 x 2 charcoal gray - mmmc50. shredders. post-it. nan. 41.06', 'post-it notes dispenser pop-up 3 inches x 3 inches black includes one original pop-up refill. self-stick note pad holders. post-it. pro330. 9.42', 'new-post-it notes pro2033 - notes professional series dispenser for 3 x 3 self-stick notes black base - mmmpro2033. shredders. post-it. nan. 20.0', 'post-it pop-up notes super sticky r220ss - super sticky pop-up note dispenser for 2 x 2 self-stick notes black base. gps system accessories. post-it. nan. 16.49', 'post-it notes ds2044 - designer series clear-top note dispenser for 4 x 4 self-stick pads black. printer accessories. post-it. nan. 20.42', 'new-post-it notes ds2044 - designer series clear-top note dispenser for 4 x 4 self-stick pads black - mmmds2044. shredders. post-it. nan. 23.0', 'post-it flags .39 inch assorted colors 375 per dispenser. self-stick note pad holders. post-it. 688ast1. 7.15', 'post-it notes original pop-up refill 3 inches x 3 inches aquatic theme pastel colors 12-pack includes free pop-up dispenser and designer insert. self-stick note pad holders. post-it. ds330-va. 16.94', 'post-it notes original pad 1-1 2 inches x 2 inches assorted neon colors 12 pads per pack. self-stick note pad holders. post-it. 653an. 9.29', 'post-it notes original pad 3 inches x 5 inches canary yellow 12 pads per pack. self-stick notes. post-it. 655. 16.49']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1413,logitech 910-002463 wireless mouse m305 silver filament,mice,logitech,910-002463,28.88,['logitech wireless mouse m305 silver filament 910-002463'],['mice'],['logitech'],['910-002463'],[20.95],logitech 910-002463 wireless mouse m305 silver filament. mice. logitech. 910-002463. 28.88,[2788],['logitech wireless mouse m305 silver filament 910-002463. mice. logitech. 910-002463. 20.95'],"['logitech wireless mouse m305 silver filament 910-002463. mice. logitech. 910-002463. 20.95', 'logitech m305 wireless mouse silver. mice. logitech. 910-000928. 19.99', 'logitech wireless mouse m310 silver. mice. logitech. 910-001675. 21.49', 'labtec logitech wireless mouse m310 - silver filament 910-002485. mice. labtec. 910-002485. 28.24', 'logitech wireless mouse m305 black. mice. logitech. 910-001752. 20.59', 'logitech wireless mouse m510. mice. logitech. 910-001822. 29.94', 'logitech wireless mouse m305 vivid violet 910-002469. mice. logitech. 910-002469. 19.99', 'logitech wireless mouse m215. mice. logitech. 910-001543. 18.49', 'logitech wireless mouse m305 forest green. mice. logitech. 910-001896. 22.49', 'logitech wireless mouse m305 blue swirl. mice. logitech. 910-001899. 25.88']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1418,lexmark t650h11a black high-yield toner print cartridge,printers,lexmark,t650h11a,565.2,['lexmark t65x hy return program print cartridge'],['printer ink toner'],['lexmark'],['t650h11a'],[364.11],lexmark t650h11a black high-yield toner print cartridge. printers. lexmark. t650h11a. 565.2,[14715],['lexmark t65x hy return program print cartridge. printer ink toner. lexmark. t650h11a. 364.11'],"['lexmark t654x11a - t654x11a extra high-yield toner 36000 page-yield black. hard drive enclosures. lexmark. nan. 558.59', 'lexmark 12a6835 toner cartridge for t520 522 series printers high-yield 20 000 pages. laser printer toner. lexmark. 12a6835 , 0012a6835. 95.0', 'lexmark t650a11a black print t65x return program toner cartridge. printer ink toner. lexmark. t650a11a. 128.92', 'lexmark t65x hy return program print cartridge. printer ink toner. lexmark. t650h11a. 364.11', 'new lexmark x340h11g high-yield laser printer toner 6000 page-yield black simple-install. printer ink toner. lexmark. nan. 173.72', 'x651h11a high-yield toner 25000 page-yield black. inkjet printer ink. lexmark. nan. 413.69', 'lexmark high yield prebate toner cartfor lexmark t520 t522 20000pg yield. laser printer toner. lexmark. 12a6835. 180.5', 'black high yield print cart for t64x return program. printer ink toner. lexmark. 64015ha. 159.0', 'ld compatible extra high yield black laser toner cartridge for lexmark 12a7465 t632 t634 printers. laser printer toner. 4inkjets. nan. 86.99', 'lexmark e360h11a high yield return program toner cartridge. printer ink toner. lexmark. e360h11a. 170.78']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1423,pny 4gb mini flash drive,usb drives,pny,p-fd4gb / mini-efm1,12.88,['pny mini attach 4gb usb 2.0 flash drive p-fd4gb mini-ef'],['usb flash drives'],['pny'],['p-fd4gb / mini-ef'],[12.05],pny 4gb mini flash drive. usb drives. pny. p-fd4gb / mini-efm1. 12.88,[9727],['pny mini attach 4gb usb 2.0 flash drive p-fd4gb mini-ef. usb flash drives. pny. p-fd4gb / mini-ef. 12.05'],"['pny mini attach 4gb usb 2.0 flash drive p-fd4gb mini-ef. usb flash drives. pny. p-fd4gb / mini-ef. 12.05', 'pny mini attach 16gb usb 2.0 flash drive p-fd16g mini-ef. usb flash drives. pny. p-fd16g / mini-efs2. 18.99', 'pny mini attache 8gb usb 2.0 flash drive p-fd8gb mini-ef. usb flash drives. pny. p-fd8gb / mini-efs2. 15.0', 'pny p-fd4gb mini-fs 4gb mini attache usb 2.0 flash drive. usb flash drives. pny. p-fd4gb / mini-rf. nan', 'pny attache 4 gb usb 2.0 flash drive p-fd4gbatt2-ef black. usb flash drives. pny. p-fd4gbatt2-ef. 12.98', 'pny attache iii 4 gb usb 2.0 flash drive p-fd4gbatt03-efm1 black. usb flash drives. pny. p-fd4gbatt03-efm1. 7.99', 'pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef sil silver. usb flash drives. pny. p-fdu4gbsv-ef / sil. 11.2', 'pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef plm plum. usb flash drives. pny. p-fdu4gbsv-ef / plm. 7.99', 'pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef pnk pink. usb flash drives. pny. p-fdu4gbsv-ef / pnk. 7.99', 'pny micro swivel attach 4 gb usb 2.0 flash drive p-fdu4gbsv-ef gry grey. usb flash drives. pny. p-fdu4gbsv-ef / gry. 15.51']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1424,nzxt phantom crafted series atx full tower steel chassis black,electronics - general,nzxt,nzxt phantom,139.82,['nzxt crafted series atx full tower steel chassis - phantom black'],['computer cases'],['nzxt'],['phantom black'],[119.99],nzxt phantom crafted series atx full tower steel chassis black. electronics - general. nzxt. nzxt phantom. 139.82,[8192],['nzxt crafted series atx full tower steel chassis - phantom black. computer cases. nzxt. phantom black. 119.99'],"['nzxt crafted series atx full tower steel chassis - phantom black. computer cases. nzxt. phantom black. 119.99', 'nzxt crafted series atx full tower steel chassis - phantom white. computer cases. nzxt. phantom white. 119.99', 'nzxt crafted series atx full tower steel chassis - phantom red. computer cases. nzxt. phantom red. 119.99', 'nzxt crafted series atx full tower steel chassis - phantom white with red trim computer case cs-nt-phan-wnr white red. computer cases. nzxt. cs-nt-phan-wnr. 139.99', 'nzxt zero 2 crafted series steel full tower chassis - no power black. computer cases. nzxt. zero 2 black no power. 89.99', 'nzxt m59 classic series atx mid tower interior chassis m59-001bk black. computer cases. nzxt. m59-001bk. 49.99', 'lexa s crafted series black steel mid tower chassis cs-nt-lexa-s. computer cases. nzxt. cs-nt-lexa-s. 64.82', 'nzxt apollo cs-nt-apollo-b secc steel chassis atx mid tower computer case black. computer cases. nzxt. apollo black np. 96.08', 'gamma classic series atx mid tower interior steel chassis black. computer cases. nzxt. gamma black. 35.99', 'nzxt beta evo classic series atx mid tower steel chassis cs-nt-beta-evo black. computer cases. nzxt. cs-nt-beta-evo. 44.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1437,plantronics usb-to-headset adapter,electronics - general,plantronics,da-40,27.98,['plantronics headset to usb adapter da40'],['accessories supplies'],['plantronics'],['da40'],[27.98],plantronics usb-to-headset adapter. electronics - general. plantronics. da-40. 27.98,[11704],['plantronics headset to usb adapter da40. accessories supplies. plantronics. da40. 27.98'],"['plantronics headset to usb adapter da40. accessories supplies. plantronics. da40. 27.98', 'plantronics usb to headset adapter da60. headphone accessories. plantronics. da60. 83.24', 'da40 usb digital adapter. computers accessories. plantronics. 71800-41. 31.99', 'da60 plantronics usb to headset adapter with persono pro 2.0 software plnda60 category headsets and earsets. office electronics. plantronics. 36818-02. 124.44', 'plantronics da 60 - headset adapter - usb 65581-01. headsets microphones. plantronics. 65581-01. 15.5', 'plantronics his-1 adapter cable. connectors adapters. plantronics. 72442-41. 29.8', '8400 sota headset adapter. headsets microphones. plantronics. nan. 144.14', 'stereo moc usb 80299-02. headsets. plantronics. blackwire c220-m. 35.59', 'oth foldable stereo dsp usb pc 82632-01. headsets microphones. plantronics. blackwire c420. 68.27', 'plantronics vista universal modular adapter and amplifier. accessories supplies. plantronics. m12. 99.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1439,samsung clt-r409 imaging drum unit for clp-310 clp-315 and clp-3170 printers,printers,samsung,clt-r409,144.84,['sascltr409 - imaging drum for samsung clp310'],['inkjet printer ink'],['samsung'],[nan],[130.95],samsung clt-r409 imaging drum unit for clp-310 clp-315 and clp-3170 printers. printers. samsung. clt-r409. 144.84,[19654],['sascltr409 - imaging drum for samsung clp310. inkjet printer ink. samsung. nan. 130.95'],"['sascltr409 - imaging drum for samsung clp310. inkjet printer ink. samsung. nan. 130.95', 'clp-300 imaging kit. printer accessories. samsung. clp-r300a. 99.72', 'genuine new samsung clpr300a imaging drum unit kit. inkjet printer ink. samsung. nan. 99.99', 'samsung image transfer unit for clp-510rt. printer transfer units. samsung. clp-510rt. 130.99', 'drum for clt-r409. computer accessories. samsung. clt-r409 / see. 131.98', 'samsung black toner 1.5 k yield for clp-315 clp-315w clx-3175fn clt-k409s. printer ink toner. samsung. clt-k409s / xaa. 39.99', 'samsung value pack - cyan magenta yellow 1 each for clp-315 clp-315w clx-3175fn clx-3175fw clt-p409a. laser printer toner. samsung. clt-p409a. 99.99', 'samsung image transfer unit clp-500rt see. printer transfer units. samsung. clp-500rt / see. 130.99', 'samsung value pack black toner x 2 for clp-315 clp-315w clx-3175fn clx-3175fw clt-p409b. laser printer toner. samsung. clt-p409b. 73.99', 'samsung opc drum clp-510rb. laser printer toner. samsung. clp-510rb. 177.33']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1451,logitech 920-003198 mk100 classic desktop usb ps 2 compact design,electronics - general,logitech,920-003198,17.88,['logitech classic desktop mk100 920-003198'],['keyboard mouse combos'],['logitech'],['920-003198'],[19.99],logitech 920-003198 mk100 classic desktop usb ps 2 compact design. electronics - general. logitech. 920-003198. 17.88,[4719],['logitech classic desktop mk100 920-003198. keyboard mouse combos. logitech. 920-003198. 19.99'],"['logitech classic desktop mk100 920-003198. keyboard mouse combos. logitech. 920-003198. 19.99', 'logitech classic keyboard k100 920-003199. keyboards. logitech. 920-003199. 9.24', 'logitech wireless desktop mk320 with keyboard and mouse. keyboard mouse combos. logitech. 920-002836. 29.99', 'logitech m100 usb optical wired mouse 910-001601 black. mice. logitech. 910-001601. 11.1', 'logitech compact keyboard k300 black. keyboards. logitech. 920-000918. 27.14', 'logitech desktop mk120 mouse and keyboard combo 920-002565. keyboards. logitech. 920-002565. 17.09', 'logitech b100 optical usb mouse. mice. logitech. 910-001439. 8.25', 'logitech mouse m110 black. mice. logitech. 910-001600. 13.78', 'logitech mouse m110 white. mice. logitech. 910-001749. 12.98', 'logitech desktop mk200 mouse and keyboard combo 920-002714 black oem. keyboard mouse combos. logitech. 920-002714. 21.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1454,lexmark x644a11a black toner print cartridge,stationery & office machinery,lexmark,x644a11a,326.24,['lexmark x644e x646e return program print cartridge'],['inkjet printer ink'],['lexmark'],['x644a11a'],[205.14],lexmark x644a11a black toner print cartridge. stationery & office machinery. lexmark. x644a11a. 326.24,[10760],['lexmark x644e x646e return program print cartridge. inkjet printer ink. lexmark. x644a11a. 205.14'],"['lexmark t654x11a - t654x11a extra high-yield toner 36000 page-yield black. hard drive enclosures. lexmark. nan. 558.59', 'lexmark t650a11a black print t65x return program toner cartridge. printer ink toner. lexmark. t650a11a. 128.92', 'ld compatible black laser toner cartridge for lexmark x203a11g for x204n. laser printer toner. 4inkjets. nan. 42.99', 'lexmark 12a6830 black standard-yield toner cartridge. printer ink toner. lexmark. nan. 109.99', 'new lexmark x340h11g high-yield laser printer toner 6000 page-yield black simple-install. printer ink toner. lexmark. nan. 173.72', 'ld remanufactured extra high yield black laser toner cartridge for lexmark x463x11g. laser printer toner. 4inkjets. nan. 179.99', 'original lexmark 12a5840 10000 yield black toner cartridge - retail. printer ink toner. lexmark. nan. 139.99', 'lexmark x644e x646e high yield return program print cartridge. inkjet printer ink. lexmark. x644h11a. 316.45', 'ld remanufactured extra high yield black laser toner cartridge for lexmark e460x11a e460 printers. laser printer toner. 4inkjets. nan. 169.99', 'lexmark x644e x646e return program print cartridge. inkjet printer ink. lexmark. x644a11a. 205.14']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
1456,swingline light touch desktop 2 - or 3-hole adjustable punch,stationery & office machinery,swingline,74030,21.94,['new-swingline 74030 - 20-sheet light touch desktop two - or three-hole punch 9 32 diameter hole - swi74030'],['shredders'],['swingline'],[nan],[49.56],swingline light touch desktop 2 - or 3-hole adjustable punch. stationery & office machinery. swingline. 74030. 21.94,[18231],['new-swingline 74030 - 20-sheet light touch desktop two - or three-hole punch 9 32 diameter hole - swi74030. shredders. swingline. nan. 49.56'],"['new-swingline 74030 - 20-sheet light touch desktop two - or three-hole punch 9 32 diameter hole - swi74030. shredders. swingline. nan. 49.56', 'swingline 74357 - 40-sheet light touch two - to seven-hole punch 9 32 diameter hole black gray. storage presentation materials. swingline. nan. nan', 'swingline 74150 24-sheet easy touch heavy-duty punch 3 holes adjustable into 7 positions 9 32 dia . black. audio video accessories. swingline. swi74150. 26.46', 'new-swingline 74357 - 40-sheet light touch two - to seven-hole punch 9 32 diameter hole black gray - swi74357. shredders. swingline. nan. 108.48', 'new-swingline 74300 - 32-sheet easy touch three - to seven-hole punch 9 32 diameter hole black gray - swi74300. shredders. swingline. nan. 51.02', 'new-swingline 74150 - 24-sheet easy touch three - to seven-hole punch 9 32 diameter hole black - swi74150. shredders. swingline. nan. 66.17', 'new-swingline 74065 - easyview lighttouch three-hole punch 12-sheet capacity silver black - swi74065. shredders. swingline. nan. 38.45', '10-sheet light-duty desktop three-hole adjustable. printer accessories. swingline. nan. nan', 'new-swingline 74400 - 40-sheet heavy-duty lever action two - to seven-hole punch 11 32 holes - swi74400. shredders. swingline. nan. 103.71', 'new-swingline 74520 - optima 20-sheet capacity electric three-hole punch silver - swi74520. shredders. swingline. nan. 139.77']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
