id_left,title_left,category_left,brand_left,modelno_left,price_left,id_right,title_right,category_right,brand_right,modelno_right,price_right,guid,label
351,acer iconia tab with wi-fi 10.1 touchscreen tablet pc featuring android 3.0 honeycomb operating system aluminum metallic - 32gb,laptop computers,acer,a500-10s32u,498.0,10048,acer iconia tab a500-10s32u 10.1-inch tablet aluminum metallic,tablets,acer,a500-10s32u,449.0,train-351-10048,yes
2389,da-lite da-glas deluxe rear projection screen - 84 x 84 av format,electronics - general,da-lite,27650,4958.99,286,da-lite 27565 da-plex deluxe rear projection screen - 72 x 96 video format,,da-lite,,,train-2389-286,no
53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,18444,da-lite 27912 da-glas unframed rear projection screen - 96 x 120 av format,projection screens,da-lite,,,train-53-18444,no
1944,lexmark pinnacle pro901 wireless-n all-in-one printer scanner copier fax,printers,lexmark,lexmark pro901,199.99,828,lexmark pinnacle pro901 all-in-one printer,inkjet all-in-one printers,lexmark,90t9105,143.68,train-1944-828,yes
2340,panasonic bb-hcm580a poe zoom mpeg-4 network camera,garden - general,panasonic,bb-hcm580a,779.82,3758,panasonic bb-hcm580a 21x optical zoom pan tilt security network camera silver,surveillance cameras,panasonic,bb-hcm580a,639.99,train-2340-3758,yes
2405,hp laserjet 53x black print cartridge,printers,hp,q7553x,164.84,1035,hp laserjet 49a black print cartridge in retail packaging,laser printer toner,hp,q5949a,,train-2405-1035,no
93,audiovox sirius catv distribution kit,satellite radio,audiovox,scdk1,42.64,8350,audiovox sirius scdk1 outdoor antenna catv distribution kit,accessories,audiovox,scdk1,33.96,train-93-8350,yes
662,tops paper pads legal rule letter size 50 sheet pads dozen,stationery & office machinery,tops business forms,7532,15.47,17258,new-tops 7532 - paper pads legal rule letter size canary 50 sheet pads dozen - top7532,storage presentation materials,tops,,32.77,train-662-17258,yes
246,iluv ipod nano 6g clear type protective film,mp3 accessories,iluv,icc1112clr,11.88,13589,iluv icc1112clr ipod nano 6g clear type protective film,printers,apple,,,train-246-13589,yes
222,uniden 1360bk desktop corded phone with caller id black,electronics - general,uniden,1360bk,23.98,1354,uniden 1360bk desktop corded telephone black one phone,corded telephones,uniden,1360bk,19.9,train-222-1354,yes
2374,hp 920 cyan officejet ink cartridge ch634an,printers,hp,hp ch634an # 140,13.97,3051,hp 920 cyan ink cartridge in retail packaging ch634an 140,printer ink toner,hp,ch634an # 140,,train-2374-3051,yes
921,platt heavy-duty polyethylene case with wheels and telescoping handle in gray 15 x 23 x 10,electronics - general,platt,231510ahg,317.99,20639,261617ah platt heavy-duty ata case with wheels and telescoping handle,projector bags cases,platt cases,261617ah,,train-921-20639,no
2418,powermat wireless charging system for iphone 3g and 3gs,electronics - general,power mate,pmm-1p-b2,19.97,7679,powermat one-position mat with iphone 3g 3gs hard case,cases,power mat,pmm-1pb-b2,20.38,train-2418-7679,yes
1949,bic ecolutions mechanical pencil 0.7 mm black 24-count,stationery & office machinery,bic,mpep241-blk,7.29,17302,bic mpep241 - ecolutions mechanical pencil 0.7 mm 24 per pack,computers accessories,bic,,,train-1949-17302,yes
961,amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit,networking,amped wireless,a8ex,94.88,14317,amped wireless high power outdoor 8dbi omni-directional wifi antenna kit a8ex,routers,amped wireless,a8ex,79.99,train-961-14317,yes
606,edge 2gb micro sd memory card plus adapter,usb drives,edge tech,pe214487,11.84,5269,v7 8gb micro sd memory card with sd adapter,blank media,v7,vamsdh8gcl2r-1n,12.98,train-606-5269,no
1651,inland proht iphone screen protector,electronics - general,inland,08563,9.99,13804,inland products 8563 iacc transparent iphone screen protector w wipe . high transparent material prevents scratching . no,audio video accessories,inland,,6.04,train-1651-13804,yes
584,iogear solar bluetooth caller announce hands-free car kit,electronics - general,iogear,gbhfk331,41.88,4868,iogear solar bluetooth hands-free car kit - multi-language version gbhfk231w6 black,bluetooth car kits,iogear,gbhfk231w6,30.58,train-584-4868,no
719,hp q6511a hp 11a toner 6000 page-yield black,printers,hp,q6511a,191.03,6972,hp q6511a laserjet 11a black print cartridge in retail packaging,laser printer toner,hp,q6511a,,train-719-6972,yes
597,avery matte white cd dvd labels for inkjet printers 40 face labels 80 spine labels,printers,avery personal creations,8692,16.47,22043,avery cd dvd labels matte white 40 disc labels and 80 spine labels 8692,labels stickers,avery,8692,14.12,train-597-22043,yes
417,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,17846,da-glas self trimming rear projection screen - 70 x 70 av format,projection screens,da-lite,,3127.99,train-417-17846,no
307,nec 22 lcd monitor black ea221wm-bk,monitors,nec,ea221wm-bk,249.0,19205,nec accusync aslcd92v-bk 19 lcd monitor black,monitors,nec,aslcd92v-bk,,train-307-19205,no
1141,western digital elements 500gb portable se portable hard drive black,hard drives,western digital,wdbabv5000abk-nesn,71.98,5215,western digital my passport essential se 750 gb usb 3.0 2.0 ultra portable external hard drive black,external hard drives,western digital,wdbacx7500abk-nesn,79.0,train-1141-5215,no
1884,universal manila file jackets with reinforced tabs 2 exp . letter,stationery & office machinery,universal products,,29.59,17578,new-universal 73700 - manila file jackets with reinforced tabs two inch expansion letter - unv73700,laminating supplies,universal,,49.0,train-1884-17578,yes
1882,michigan wolverines iphone 3g silicone cover,electronics - general,tribeca,fva2158,19.99,7904,detroit red wings iphone 3g silicone cover,computers accessories,tribeca,,16.99,train-1882-7904,no
599,corsair cm2x2048-6400c5 xms2 2gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit,memory,corsair,cm2x2048-6400c5,40.82,549,corsair memory vs2gb667d2 2 gb pc2-5300 667mhz 240-pin ddr2 dual channel desktop memory,computers accessories,corsair,vs2gb667d2,22.99,train-599-549,no
2230,d-link dgs-1008p 8-port gigabit ethernet poe switch,networking,d-link,dgs1008p,179.99,10622,netgear gs108 prosafe 8-port gigabit ethernet desktop switch,switches,netgear,gs108na,59.99,train-2230-10622,no
546,microsoft sidewinder x6 keyboard,electronics - general,microsoft,,59.82,12699,microsoft sidewinder x5 mouse,controllers,microsoft,arb-00001,29.95,train-546-12699,no
2305,clickfree c2 500gb usb 3.0 portable external hard drive,hard drives,clickfree,hd527b3,84.98,10529,cavalry usb 3.0 portable external hard drive enclosure en-caug-3b black,computers accessories,cavalry,en-caug-3b,28.29,train-2305-10529,no
1753,pendaflex recycled top tab file guides 25 set,stationery & office machinery,,pn925,12.77,16220,new-pendaflex pn925 - recycled top tab file guides alpha 1 5 tab pressboard letter 25 set - esspn925,laminating supplies,pendaflex,,27.0,train-1753-16220,yes
1320,kingston m25664f50 2gb ddr2-667 200-pin so dimm sdram laptop memory module,memory,kingston,m25664f50,38.92,884,kingston 2 gb ddr2 sdram memory module 2 gb 1 x 2 gb 667mhz nonecc ddr2 sdram 200pin m25664f50,memory,kingston,m25664f50,28.34,train-1320-884,yes
1706,pendaflex 25pk hanging file folder tabs clear white,stationery & office machinery,,4312,5.0,17026,pendaflex 4312 - hanging file folder tabs 1 3 tab 3 1 2 inch clear tab white insert 25 pack,hanging folders interior folders,pendaflex,,10.0,train-1706-17026,yes
1209,polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cia-1237pc,68.0,16101,polaroid cia-1237sc 12mp ccd digital camera with 2.7-inch lcd display silver,point shoot digital cameras,polaroid,cia-1237sc,59.99,train-1209-16101,no
144,case logic 16 value laptop briefcase black,computers,case logic,vnci116black,22.0,12589,case logic vls-116 16-inch laptop sleeve black,bags cases,case logic,vls-116black,15.65,train-144-12589,no
576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format,electronics - general,da-lite,27647,1919.99,17846,da-glas self trimming rear projection screen - 70 x 70 av format,projection screens,da-lite,,3127.99,train-576-17846,no
155,sumdex slr camera sling pack,mp3 accessories,sumdex,144952,39.99,3446,slr camera sling pack,cases bags,sumdex,poc-484bk,44.59,train-155-3446,yes
998,western digital av-gp 320gb sata desktop internal hard drive,hard drives,western digital,wd3200avvs,51.7,13255,western digital my book essential 3 tb usb 3.0 2.0 desktop external hard drive,external hard drives,western digital,wdbacw0030hbk-nesn,129.99,train-998-13255,no
2196,netgear ant 9dbi in outdoor omni-direc,computers,netgear,ant240920000s,129.82,17366,ant 9dbi in outdoor omni-direc,desktops,netgear,,175.89,train-2196-17366,yes
1901,inland pro dual lcd monitor arm black,monitors,inland,05321,89.0,10882,inland pro dual lcd monitor arm black 05321,monitor arms stands,inland pro,05321,89.0,train-1901-10882,yes
1864,terk am fm amplified stereo antenna,video receiving & installation,terk,tower,24.88,12322,audiovox af1 am fm amplified stereo antenna,radio antennas,terk,af-1,45.49,train-1864-12322,no
684,weyerhaeuser company multiuse premium paper 98 brightness 24lb 8-1 2 x 14 white 500 sheets ream,stationery & office machinery,,85781,12.47,17573,new-weyerhaeuser company 85781 - multiuse premium paper 98 brightness 24lb 8-1 2 x 14 white 500 sheets ream - dmr85781,storage presentation materials,weyerhauser,,33.79,train-684-17573,yes
215,buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black,hard drives,buffalo technology,hdpxt1tu2b,99.82,6601,buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black,computers accessories,buffalo technology,hd-pxt1tu2 / b,99.82,train-215-6601,yes
887,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal,electronics - general,da-lite,88285,4242.99,16317,da-lite 98811 pearlescent tensioned cosmopolitan electrol - av format 12 x 12 diagonal,projection screens,da-lite,,,train-887-16317,no
317,siig headrest ipad car mount,mp3 accessories,siig,ce-mt0e12-s1,40.88,1082,headrest ipad car mnt turns into rear seat entertainment sys,touch screen tablet accessories,siig,ce-mt0e12-s1,23.58,train-317-1082,yes
801,hp 70 green 130-ml ink cartridge c9457a,printers,hp,hpc9457a,74.88,8931,ink hp 70 green 130 ml ink,printer ink toner,hp,c9457a,62.47,train-801-8931,yes
2389,da-lite da-glas deluxe rear projection screen - 84 x 84 av format,electronics - general,da-lite,27650,4958.99,19011,da-lite da-glas thru-the-wall rear projection screen - 72 x 96 video format,projection screens,da-lite,23050,8968.99,train-2389-19011,no
2241,cables to go 16898 usb to parallel adapter,electronics - general,cables to go,16898,20.88,10582,cables to go 16899 usb to db25 ieee-1284 parallel printer adapter cable 6 feet,printer accessories,cables to go,16899,10.72,train-2241-10582,no
563,bic wite-out shake n squeeze correction pen white 4-pack,stationery & office machinery,bic,wosqpp418-whi,8.39,18915,bic wosqpp418 - wite-out shake n squeeze correction pen 8 ml white 4 pack,hard drive bags,bic,,28.36,train-563-18915,yes
688,kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints,digital cameras,kodak,m530 red,99.54,4783,kodak easyshare m530 12 mp digital camera with 3x wide angle optical zoom and 2.7-inch lcd red,point shoot digital cameras,kodak,easyshare m530 red,99.99,train-688-4783,yes
561,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27903,7799.99,20121,da lite data pro thru-the-wall rear projection screen - 45 x 80 hdtv format,projection screens,da-lite,23179,11772.99,train-561-20121,no
1713,quality park classic style invitation envelope contemporary white,stationery & office machinery,,36226,52.94,17122,quality park 36217 - classic style invitation envelope contemporary 5 1 2 white 100 box,binding machine supplies,quality park,,,train-1713-17122,no
2405,hp laserjet 53x black print cartridge,printers,hp,q7553x,164.84,4963,hp laserjet 646x black cartridge in retail packaging ce264x,car audio video,hp,ce264x,167.25,train-2405-4963,no
2344,hp scanjet 5590 digital flatbed scanner,printers,hp,hp sj5590,273.99,4984,hp scanjet 5590 digital flatbed scanner - flatbed scanner - letter - 2400 dpi x 2400 dpi - adf 50 sheets - hi-speed usb,,hp,5590 digital flatbed scanner,296.0,train-2344-4984,yes
1522,hp q1413a universal heavyweight coated paper,stationery & office machinery,hp,q1413a,58.78,1025,hp universal heavyweight coated paper 36 inches x 100 feet roll,roll paper,hp,q1413a,31.24,train-1522-1025,yes
1081,garmin gpsmap 78s 010-00864-01 marine gps navigator and world wide chartplotter,handheld gps,garmin,gpsmap 78s,399.88,5076,garmin gpsmap 78 2.6-inch marine gps navigator and worldwide chartplotter,boating gps units chartplotters,garmin,010-00864-00,299.88,train-1081-5076,no
648,lexar media lmspd8gbbsbna 8gb platinum ii memory stick pro duo card,usb drives,lexar media,lmspd8gbbsbna,22.99,4759,lexar media 8 gb flash memory card lmspd8gbbsbna,blank media,lexar,lmspd8gbbsbna,22.51,train-648-4759,yes
742,logitech m305 wireless mouse black,mice,logitech,910-001752,29.73,6729,logitech wireless mouse m305 dark fleur,mice,logitech,910-001898,24.17,train-742-6729,no
1119,startech 100mbps full low profile ethernet multi mode sc fiber pci network card pci100mmsc,networking,startech,pci100mmsc,97.52,9465,startech.com 1 port low profile pci 10 100 mbps ethernet network adapter card st100slp,connectors adapters,startech,st100slp,10.95,train-1119-9465,no
700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format,electronics - general,da-lite,27562,2544.99,18443,da-lite 27639 da-glas standard rear projection screen 72 x 96 video format,projection screens,da-lite,,,train-700-18443,no
2540,zyxel homeplug av 200mbps powerline wall plug adapter,networking,zyxel,pla401v3,47.92,5175,zyxel pla401v3 homeplug av 200 mbps powerline wall-plug adapter,powerline network adapters,zyxel,pla401v3,47.92,train-2540-5175,yes
804,belkin grip ergo for ipod,mp3 accessories,belkin,f8z524tt064,10.54,2879,belkin ipod touch grip ergo w strap-black,cases,belkin,f8z653ttc00,12.49,train-804-2879,no
1323,verbatim 500gb clln usb portable hard drive 97060,hard drives,verbatim,97060,77.84,11278,verbatim acclaim 500 gb usb 2.0 portable external hard drive 97165 piano black,,verbatim,97165,69.24,train-1323-11278,no
472,targus truss case for ipad black blue,mp3 accessories,targus,thz06103us,69.88,15367,targus truss case stand for apple ipad 16gb 32gb 64gb wifi 3g ipad 2 thz06103us black blue,cases sleeves,targus,for ipad 1 2,45.27,train-472-15367,yes
1489,quartet contour fabric bulletin board,stationery & office machinery,quartet,7693m,73.24,2077,quartet 7693m - contour fabric bulletin board 36 x 24 mauve plastic burgundy frame,cables interconnects,quartet,,,train-1489-2077,yes
1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95,train-1861-9392,no
281,nextware jellybean case for ipad black,mp3 accessories,nextware,jelpad-bk,29.95,7824,nextware jellybean case for ipad - black,cases sleeves,nextware,jelpad-bk,18.32,train-281-7824,yes
1183,vantec 2-port superspeed usb 3.0 expresscard 34,electronics - general,vantec,ugt-uc302cb,40.33,11288,vantec 2-port superspeed usb 3.0 expresscard 34,usb flash drives,vantec,ugt-uc302cb,37.99,train-1183-11288,yes
166,da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,23074,22472.99,18153,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,train-166-18153,no
429,western digital 2tb my book studio edition ii external hard drive,computers,western digital,wdh2q20000n,199.0,3273,western digital my book studio ii - 2 tb 2 x 1 tb usb 2.0 firewire 800 400 esata desktop external hard drive,external hard drives,western digital,wdh2q20000n,179.99,train-429-3273,yes
1868,q-see qsdb8209c 2.4 inches digital wireless monitoring system night vision and audio camera,garden - general,q-see,qsdb8209c,129.82,4494,q-see qsdb8209c 2.4-inch digital wireless portable monitor with wireless night vision and audio camera,surveillance cameras,q-see,qsdb8209c,82.52,train-1868-4494,yes
1187,sony dsc-h70 black 16.2 mp digital camera bundle w 10x optical zoom 3.0 lcd display case and 4gb sd card w 50 bonus prints,digital cameras,sony,dsc-h70 / bbdl,229.0,5479,sony cyber-shot dsc-h70 16.1 mp digital still camera with 10x wide-angle optical zoom g lens and 3.0-inch lcd black bundle,point shoot digital cameras,sony,dsch70/bbdl,,train-1187-5479,yes
178,jvc flats lightweight folding headphones silver,electronics - general,jvc,has160s,36.88,19149,new-silver flats lightweight folding headphones - dq3190,headphones,jvc,,24.56,train-178-19149,yes
1714,s j paper mla end tab classification folder,stationery & office machinery,,s59720,64.94,18512,s j paper s59720 - mla end tab classification folder straight tab letter six-section 25 box,printer accessories,s j paper,,,train-1714-18512,yes
678,ilive app-enhanced boom box with ipod iphone dock,electronics - general,ilive,ibp391b,63.88,8962,ilive ibp391b portable app-enhanced boombox am fm radio with dock for iphone ipod,speaker systems,ilive,ibp391b,41.24,train-678-8962,yes
1457,avery metal rim key tags card stock metal 1-1 4 diameter 50 pack,accessories apparel,avery,,7.42,8346,avery 11025 - metal rim key tags card stock metal 1-1 4 diameter white 50 pack,,avery,,9.63,train-1457-8346,yes
222,uniden 1360bk desktop corded phone with caller id black,electronics - general,uniden,1360bk,23.98,17534,uniden 1360bk desktop caller id corded phone without answering system,corded telephones,uniden,,38.98,train-222-17534,yes
1299,sony h series np-fh50 actiforce infolithium battery hybrid,dvd accessories,sony,npfh50,38.0,15462,sony npfh50 h series actiforce hybrid infolithium battery for most sony camcorders and a230 a330 and a380 alpha dslr retail packaging,camcorder batteries,sony,np-fh50,30.0,train-1299-15462,yes
1992,wintec filemate 4gb sdhc secure digital flash memory card,usb drives,wintec,3fmsd4gb-r,7.99,16450,wintec filemate 4 gb class 4 microsd memory card,memory cards,wintec,3fmusdck4gb-r,10.99,train-1992-16450,no
1847,boise fireworx colored cover stock paper 250 sheets - available in various colors,stationery & office machinery,boise,mp2651be,10.47,16486,boise 235162 - fireworx colored cover stock 110 lbs . 8-1 2 x 11 white 250 sheets,microphones accessories,boise,,,train-1847-16486,no
1907,corsair cmx4gx3m2a1600c8 xms3 4 gb pc3-12800 core i5 memory kit,memory,corsair,cmx4gx3m2a1600c8,69.82,14421,corsair tr3x6g1600c8 xms3 6 gb 3 x 2 gb pc3-12800 1600mhz 240-pin ddr3 core i7 memory kit,memory,corsair,tr3x6g1600c8,73.9,train-1907-14421,no
2006,cables unlimited usb 2.0 7 port hub with power,electronics - general,cables unlimited,usb-1870,27.0,13921,cables unlimited usb1870 usb 2.0 7-port desktop hub with power,hubs,cables unlimited,usb-1870,24.99,train-2006-13921,yes
2167,lifeworks netbook cooling pad mouse kit ihb931nr,computers,lifeworks,ihb931nr,49.88,17733,new-netbook cooling pad mouse kit - ihb931nr,computers accessories,lifeworks,,70.0,train-2167-17733,yes
967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,,train-967-13427,no
1210,verbatim 10-pack 50gb 6x blu-ray double layer recordable disc,mp3 accessories,verbatim,97335,94.88,1324,verbatim 97335 50 gb 6x blu-ray double layer recordable disc bd-r dl 10-disc spindle,bd-r discs,verbatim,97335,71.99,train-1210-1324,yes
1997,d-link dgs-1005g 5-port gigabit desktop switch,networking,d-link,dgs1005g,27.88,12451,d-link dgs-1005g 5-port gigabit desktop switch,switches,d-link,dgs-1005g,27.88,train-1997-12451,yes
1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format,electronics - general,da-lite,27559,1630.99,12781,da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format,projection screens,da-lite,23065,12909.87,train-1605-12781,no
1699,pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box,stationery & office machinery,,48434,22.69,16518,new-pendaflex 421013vio - interior file folders 1 3 cut top tab letter violet 100 box - ess421013vio,laminating supplies,pendaflex,,,train-1699-16518,no
30,fujifilm instax mini twin pack film,film cameras,fuji,mini film 2pk,20.28,11088,fujifilm instax mini twin pack instant film,film,fuji,instax mini twin pack,18.36,train-30-11088,yes
1688,universal pressboard classification folder legal box of 10 red,stationery & office machinery,,82007,47.84,16406,new-universal 10311 - pressboard classification folders legal six-section cobalt blue 10 box - unv10311,laminating supplies,universal,,86.92,train-1688-16406,no
2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,electronics - general,da-lite,23096,10048.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0,train-2430-2819,no
1953,startech 3-port 2b 1a 1394 mini pci express firewire card adapter,electronics - general,startech,mpex1394b3,69.0,11438,startech.com 3 port 2b 1a 1394 mini pci express firewire card adapter mpex1394b3,firewire port cards,startech,mpex1394b3,61.24,train-1953-11438,yes
500,cobra highgear noise-canceling external speaker,stereos/audio,cobra,hg-s300,17.03,12544,cobra hg s300 highgear external noise-cancelling speaker,speakers,cobra,hg s300,17.03,train-500-12544,yes
626,da-lite holoscreen rear projection screen - 22 x 33 3 4 video format,electronics - general,da-lite,20030,1600.0,18152,da-lite 27903 da-plex self trimming rear projection screen - 96 x 120 av format,projection screens,da-lite,,,train-626-18152,no
218,griffin technology outfit gloss ipod touch 4g black,mp3 accessories,griffin technology,gb01967,24.99,5046,griffin gb01967 outfit gloss for ipod touch 4g black,cases,griffin technology,gb01967,3.97,train-218-5046,yes
1171,wilson jones wallet file legal recycled kraft,stationery & office machinery,wilson jones,,5.09,16356,wilson jones wcc7234rg - wallet file legal recycled green,,wilson jones,,,train-1171-16356,no
688,kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints,digital cameras,kodak,m530 red,99.54,6799,kodak easyshare m530 12 mp digital camera with 3x wide angle optical zoom and 2.7-inch lcd green,point shoot digital cameras,kodak,easyshare m530 green,78.97,train-688-6799,no
1699,pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box,stationery & office machinery,,48434,22.69,18966,new-pendaflex m13u13 - folders with two bonded fasteners 1 3 cut top tab letter manila 50 box - essm13u13,laminating supplies,pendaflex,,36.87,train-1699-18966,no
1044,ifrogz ipod touch 4 luxe original case blue black,mp3 accessories,ifrogz,it4lo-blu/blk,29.99,3009,ifrogz it4lo-blu blk luxe original for ipod touch 4g - blue black,cases,ifrogz,it4lo-blu/blk,20.73,train-1044-3009,yes
215,buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black,hard drives,buffalo technology,hdpxt1tu2b,99.82,10599,buffalo technology ministation stealth 500 gb usb 2.0 portable external hard drive hd-pct500u2 b black,external hard drives,buffalo technology,hd-pct500u2 / b,49.99,train-215-10599,no
1016,sharpie retractable permanent markers fine point assorted 3pk,stationery & office machinery,sharpie,32726pp,8.18,20226,san36701 - permanent marker retractable fine point black,printer ink toner,sanford,,2.68,train-1016-20226,no
2476,ifrogz ipod touch 4 luxe lean case white,mp3 accessories,ifrogz,it4ll-wht,24.99,1006,ifrogz it4ll-red luxe lean for ipod touch 4g - red,cases,ifrogz,it4ll-red,12.5,train-2476-1006,no
2440,targus red tg-ra1010 8-in-1 camera essentials kit,photography - general,targus,tg-ra1010,12.98,6643,targus red tg-ra1010 8-in-1 camera essentials kit,computer accessories,targus,,12.99,train-2440-6643,yes
2078,dymo d1 standard tape cartridge for dymo label makers 1 4in x 23ft black on clear,stationery & office machinery,dymo,43610,17.27,3894,dymo d-1 tape 0.25 inches x 23 feet black on clear 1 card 43610,labeling tapes,dymo,43610,,train-2078-3894,yes
1558,ape case standard dslr holster,photography - general,ape case,acpro650,29.88,12852,new-standard dslr holster - cl4398,cases bags,ape case,,37.63,train-1558-12852,yes
848,clarion half-din graphic equalizer with built-in crossover,car stereos,clarion,eqs746,99.99,3153,new clarion eqs746 half-din graphic equalizer with built-in crossover car stereo head units,memory card readers,clarion,,86.2,train-848-3153,yes
2260,panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets,electronics - general,panasonic,kx-tg6645b,150.0,16460,panasonic dect 6.0 expandable digital cordless phone with talking caller id answering system - 2 handset pack,,panasonic,,91.41,train-2260-16460,no
565,victor 1570-6 desktop two-color printing calculator,stationery & office machinery,victor,15706,199.88,10532,casio hr-100tm 2-color printing calculator,printing,casio,hr100tm,19.99,train-565-10532,no
16,xfx radeon hd6850 pcie 1gb ddr5 graphics card,electronics - general,xfx,hd685xzndc,195.0,19394,radeon xfx hd 6970 2 gb graphics card,graphics cards,xfx,hd697acnfc,349.99,train-16-19394,no
638,amzer luxe argyle high-gloss skin case for samsung galaxy clear,electronics - general,amzer,89720,14.88,4329,amzer luxe argyle high gloss tpu soft gel skin case for samsung google nexus s - smoke grey,cases,amzer,amz90176,8.73,train-638-4329,no
2477,jvc inner-ear sports clip earbuds violet,electronics - general,jvc,haebx5v,19.95,6906,inner-ear sports clip earbuds - red,printer accessories,jvc,,24.56,train-2477-6906,no
1560,pc treasures wireless optical mouse 2.4 ghz purple,mice,pc treasures,07227,17.82,20743,hp 2.4 ghz wireless optical mobile mouse - crimson red,mice,hp,xp356aa #abl,21.8,train-1560-20743,no
1169,v7 25 cat6 snagless molded network patch cable green,electronics - general,v7,v7n2c6-25f-grns,9.76,15295,v7 cat5e snagless molded network patch cable rj45 male to male grey 1-foot v7n3c5e-01f-grys,ethernet cables,v7,v7n3c5e-01f-grys,1.27,train-1169-15295,no
645,lexmark prospect pro205 wireless-n all-in-one printer scanner copier fax,printers,lexmark,lexmark pro205,128.54,6760,lexmark prospect pro205 wireless multifunction inkjet printer,inkjet all-in-one printers,lexmark,90t6005,99.99,train-645-6760,yes
389,canon rechargeable battery nb-2lh,photography - general,canon,nb-2lh battery,59.84,16342,energizer rechargeable batteries,camera photo,energizer,nh15bp4,10.66,train-389-16342,no
857,trendnet tew-690ap wireless n access point,networking,trendnet,tew-690ap,139.82,7347,trendnet 450 mbps wireless n access point tew-690ap black,wireless access points,trendnet,tew-690ap,119.99,train-857-7347,yes
2297,da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73171,167.99,6998,honey maple veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,projection screens,da-lite,,,train-2297-6998,no
56,edge tech proshot 4gb sdhc class 6 memory card,usb drives,edge tech,pe209780,10.88,15701,patriot 16 gb class 6 sdhc flash memory card,blank media,patriot,psf16gsdhc6,21.99,train-56-15701,no
81,innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,stationery & office machinery,innovera,99650,11.7,17194,innovera 99650 - heavyweight photo paper matte 8-1 2 x 11 50 sheets pack,antitheft,innovera,,29.73,train-81-17194,yes
529,rubbermaid 6-tier jumbo incline sorter plastic clear,stationery & office machinery,rubbermaid,96600ros,19.94,17879,rubbermaid 96600ros - six-tier jumbo incline sorter plastic 9 3 8 x 10 1 2 x 7 3 8 clear,laminating supplies,rubbermaid,,41.69,train-529-17879,yes
19,hp 80 ink printhead printhead cleaner black c4890a,stationery & office machinery,hp,c4890a,268.79,3060,hp c4821a no. 80 printhead and cleaner cyan,battery chargers,hp,c4821a,119.99,train-19-3060,no
1394,joby gorillapod original orange,photography - general,joby,gp1aten,19.94,19580,joby gp1-dten gorillapod flexible tripod orange,complete tripod units,joby,gp1 orange,14.88,train-1394-19580,yes
2326,rca 6-device voice activated universal remote control,tv accessories,rca,rcrv06gr,37.34,11731,philips magnavox pm435s 4-device universal remote control,remote controls,philips,pm435s,17.98,train-2326-11731,no
47,quartet ultima presentation dry erase easel melamine 27 x 34 white black frame,stationery & office machinery,quartet,101el,233.05,9387,total erase presentation dry-erase easel 26 x 34 white black steel frame,radios,quartet,,350.94,train-47-9387,no
2361,da-lite da-glas standard rear projection screen - 50 x 50 av format,electronics - general,da-lite,27628,1631.99,820,da-lite 27597 da-glas unframed rear projection screen - 96 x 96 av format,projection screens,da-lite,,,train-2361-820,no
